id,cat,baby,praat_f0_mean_c,praat_f0_median_c,praat_f0_std_c,praat_f0_min_c,praat_f0_max_c,praat_f0_first_quart_c,praat_f0_third_quart_c,praat_f0_iqr_c,praat_f1_mean_c,praat_f1_median_c,praat_f1_std_c,praat_f1_min_c,praat_f1_max_c,praat_f1_first_quart_c,praat_f1_third_quart_c,praat_f1_iqr_c,praat_f2_mean_c,praat_f2_median_c,praat_f2_std_c,praat_f2_min_c,praat_f2_max_c,praat_f2_first_quart_c,praat_f2_third_quart_c,praat_f2_iqr_c,praat_it_mean_c,praat_it_median_c,praat_it_std_c,praat_it_min_c,praat_it_max_c,praat_it_first_quart_c,praat_it_third_quart_c,praat_it_iqr_c,praat_ittrv_mean_c,praat_ittrv_median_c,praat_ittrv_std_c,praat_ittrv_max_c,praat_ittrv_first_quar_c,praat_ittrv_third_quar_c,praat_ittrv_iqr_c,praat_vowtrv_mean_c,praat_vowtrv_median_c,praat_vowtrv_std_c,praat_vowtrv_max_c,praat_vowtrv_first_quart_c,praat_vowtrv_third_quart_c,praat_vowtrv_iqr_c,praat_f0trv_mean_c,praat_f0trv_median_c,praat_f0trv_std_c,praat_f0trv_max_c,praat_f0trv_first_quart_c,praat_f0trv_third_quart_c,praat_f0trv_iqr_c,praat_f0_range_c,praat_f1_range_c,praat_f2_range_c,praat_it_range_c,praat_ittrv_range_c,praat_vowtrv_range_c,praat_f0trv_range_c,praat_f0trv_rate_median_c,praat_f0trv_rate_iqr_c,praat_vowtrv_rate_median_c,praat_vowtrv_rate_iqr_c,praat_ittrv_rate_media_c,praat_ittrv_rate_iqr_c,praat_f0_trv_rate_default_c,praat_vowtrv_rate_default_c,praat_ittrv_rate_defau_c,mir_attack_mean_c,mir_attack_std_c,mir_attack_range_c,mir_attack_min_c,mir_attack_1q_c,mir_attack_med_c,mir_attack_3q_c,mir_attack_max_c,mir_attack_dist_c,mir_attack_iqr_c,mir_roughness_mean_c,mir_roughness_std_c,mir_roughness_range_c,mir_roughness_1q_c,mir_roughness_med_c,mir_roughness_3q_c,mir_roughness_max_c,mir_roughness_dist_c,mir_rolloff85_c,mir_inharmonicity_c,mir_roughness_iqr_c,mir_tempo_c,mir_pulseclarity_c,tm_peak_hz_c,tm_peak_idx_c,tm_std_idx_c,tm_std_hz_c,npvi_phrase_c,npvi_total_c,npvi_num_events_c
ACO05A,id song,.8309859,-.14690974,-.034100376,-.23455681,-.19742522,-1.0357763,-.1389332,-.14039633,-.087519363,-.11538938,-.14376016,.20274572,-.18103541,-.26549211,-.52234614,.3339588,.79919028,.086312786,-.28268912,.6413883,-1.4882721,.81637341,.02088817,.59893668,.59540397,-.009487452,-.049511295,-.80224848,-.15640607,-.13646325,.10044715,-.13015752,-.56128675,-1.2108827,-1.284476,-.75252181,.17785308,-1.1517159,-1.3282555,-1.2851883,-.423913,-.66128534,-.53847182,.48976561,-.90632087,-.17451444,-.036254786,-1.1073331,-.79373866,-1.2112147,-1.1190344,-.67809057,-.58478421,-.53988624,-1.0064007,-.1864863,1.3635304,.072063535,.17841145,.48976392,-1.1190338,-.69299978,-.47335511,-.61352468,-.37661907,-.85521829,-.7812196,-.74770707,-.45333287,-.72757953,-.28165805,.011995666,.20334284,-.82783937,-.31371036,-.31238258,-.53030652,.17967057,.11044051,-.54776937,-1.1888815,-1.2289127,-1.0591279,-.048280541,-.61005741,-1.0563513,-1.0591285,-1.4505982,.010600938,-.27684632,-1.1244087,-1.3162248,-.13457827,-1.2715982,-1.2715982,.48790801,.48790464,.52063698,.69565195,.54162967
ACO05B,id speech,.58870965,.075343609,-.027041854,.087572433,-.12284468,-.84399354,.019414093,.17216904,.30777285,.052437831,.055224881,-.39050549,1.0589581,-.046243124,.60017884,-.47078535,-1.0241475,-.12781432,.022822257,-1.6375693,1.8291069,-.86596578,.47038519,-.90484464,-1.4849575,.33147746,.36187017,.2506184,.32533321,.36572102,.26091069,.36127949,.25284109,.72135776,.86743808,.54283744,-.16539197,.90666986,.62621737,.52530837,-.39445221,-.11596157,.03936661,-.55965883,.24394988,-.59585571,-.7330988,.12411901,.66088587,-.051670976,-.93334669,1.0476905,.53590256,.44716534,-.8277753,-.30009925,-1.5614947,-.11083873,-.16708389,-.55965692,-.93334621,.78332388,.5178315,.32197726,-.068361968,.9250834,.77456248,.46269849,.259671,.7622897,-.23355483,-.3828696,-.40000349,-.63617033,.077962339,.13017158,-.064843707,-.41949373,-.90226609,-.12358137,.94312805,1.4798839,1.1786834,1.6100891,1.3269686,1.0152715,1.178684,1.607698,-1.1364039,.32927012,.87791181,-.28104717,-.049975585,.83311623,.83311605,-.55891383,-.55891287,-1.1306336,-.82651204,-1.3386388
ACO05C,ad song,.3119266,.22984952,.25091133,.0792851,-.064032607,1.4007195,.33509722,.12637798,-.20010825,-.046837579,.23648435,-.20673387,.34294891,.33135819,.10791653,-.29199344,-.43628347,-.12051555,-.031866405,.73024809,.030424619,-.30348665,-.64204276,.25165808,1.009272,-.16677351,-.11135747,.54688394,-.1604781,-.19682834,-.1486823,-.08567109,.14491913,.016559189,.25022253,-.51521122,.13027476,-.05391017,.49804282,.59138495,-.24121194,-.19840829,-.33398291,-.049023472,-.23961888,-.22989009,-.22192894,.62638873,-.0011258961,.95396841,1.4757094,-.28051302,-.01101012,.019727955,1.4281813,.27885386,-.25650299,.0076821409,.13083518,-.0490233,1.4757087,-.38046807,-.14154461,-.48822185,-.34229371,-.41760987,-.26099947,-.069358714,-.39605716,-.37021059,.97996247,.56067848,.36078191,2.4369934,.82594603,.60031551,.95965123,.43430907,.27086881,.86558676,-.65300077,-1.043745,-1.0554448,-.15935017,.16173244,-.022561569,-1.0554454,-.59913421,.83159459,-.10337653,.025465963,.81676328,1.4123706,-.043848224,-.043848213,.048629712,.048630495,-.35200647,-.42804071,-1.0018743
ACO05D,ad speech,.25490198,-.15828303,-.18976942,.067699172,.38430291,.47904983,-.21557823,-.15815048,-.020145098,.10979002,-.14794832,.3944934,-1.2208718,-.019622628,-.18574873,.42882001,.66124082,.16201614,.29173499,.26593336,-.37125984,.35308081,.15076941,.054249089,-.11971793,-.1552165,-.20099927,.0047464995,-.0084500583,-.032430403,-.21267556,-.14544983,.16352654,.47296548,.1668151,.72489518,-.142735,.2989561,.20399551,.16849521,1.0595773,.97565478,.83308816,.11891609,.90199,1.0002599,.99128234,.35682541,.13397853,.30891663,.5766719,-.089086756,.05989176,.072993197,.40599421,.20773108,.4544673,.031093609,-.14216274,.11891567,.5766716,.29014382,.097068235,.7797693,.78727466,.34774458,.26765648,.35436717,.58971894,.33550039,-.46474937,-.18980464,-.16412133,-.9729836,-.59019768,-.41810474,-.3645013,-.19448595,.52095681,-.19423586,.898754,.79277378,.93588942,-1.4024582,-.87864387,.063641459,.93588996,.44203448,.29420859,.050952718,.2210305,.78050894,-1.2278171,.48233047,.48233035,.022376126,.022377715,.96200347,.55890149,1.7988838
ACO08A,id song,.52517986,.47838038,.4659816,.25344855,.0005327441,-.12521517,.50936067,.44508606,.18595076,.82305837,.64450061,-.076433636,1.1724051,.70476919,.6552676,.95998293,.67424768,.097808138,.033592179,.73727345,-.80346763,.32894617,-.030356728,.57830662,.63193208,.68717355,.69349426,.3498719,-.094678037,.51920199,.78312373,.63002241,-.88322282,-.0084841158,-.92999399,.52718467,.38323334,-.97038186,-.45897794,-.31826851,-.72121519,-1.2073834,-.25094789,-.46747366,-1.7128704,-.74145973,-.54421496,-.11795968,-.48581302,.016790185,-.407859,-.59415758,-.1269674,-.067321412,-.12661649,.46018022,.49459502,1.0414456,.38406715,-.46747205,-.40785879,-.19846262,.074755065,-.49498984,-.0047060535,-.36836094,.092845768,.034950972,-.20599149,.10990244,.017558854,-.034344222,.2310836,1.4073529,.15942074,-.091997787,.20480205,.27343187,-.066938557,.1929253,-.011211819,.16365735,.01443241,.80977452,1.0797259,.90182579,.014432418,-.00087476405,-.50058335,.19031186,.92984354,-.16961159,-.2187679,-.63579917,-.63579911,.089702375,.089700386,.8900795,1.2820574,.68194818
ACO08B,id speech,.18181819,.23502649,.28083846,.41535494,-.033561211,.089940988,.094274983,.29484981,.44604677,-.20672581,-.020624023,-.47679642,-.2204878,-1.0588126,.12003367,-.38634801,-.56014049,.32073301,.51725233,-.62069339,1.9861934,-1.6202033,.24057624,.15027337,-.12699604,.14275776,.16029619,.26815426,.092642032,.12618814,.045009162,.21748003,.71079576,.45493373,1.3053277,-.13121907,.069894776,1.6173029,.71909684,.47685221,.21129772,.93679345,-.19190274,-.099954925,1.2654885,.36468458,.19046395,.193317,.973315,-.11399612,-.75554764,1.4114006,.50896287,.37819996,.097681634,-.9398737,-1.8479954,-.072063535,.06734398,-.099954583,-.75554729,.54029596,.38939822,.30592203,-.01534027,.47897804,.22712731,.092408441,.019770252,.14053595,.62490845,.14013396,-.038374234,.43431678,.84151047,.81795692,.38580987,-.025548652,-1.0875634,.10009037,.38568616,.58839774,.54694796,.01790474,.017952845,.18259738,.54694825,.96956658,-.85988879,-.95792359,.20007002,.27371415,1.35795,.50425446,.50425446,.57745206,.57745832,-.60570288,-.39915746,-1.7595944
ACO08C,ad song,.44999999,.071432017,.040085591,-.26314455,-.10686322,-.30055931,.086632952,.10533106,.089030303,-.1758873,-.29330239,.22764705,-.87213081,.34430593,-.23715277,-.059026022,.10669023,-.42839444,-.41465384,.45418927,-.7201314,2.2574773,-.59755325,-.28834283,.39670387,-.1442723,-.069020405,.19103351,-.060743175,.13132569,-.14389189,-.11755817,.19971757,-.28592873,-.09591867,-.51617354,.38323334,-.18623495,.049950246,.10021604,-.15441281,.033179894,-.3075693,.1725862,-.24170943,-.033827361,.0050238846,.17347993,-.13454148,.2211587,.25447196,-.40567639,-.10197998,-.062060647,-.281973,.45785385,2.0406344,.099132717,.38406715,.17258561,.25447184,-.38970384,-.32042176,-.43191859,-.38764659,-.34483367,-.32312152,-.25330994,-.46724796,-.53276253,.26669067,-.04474448,.047284164,-.77920669,.43975857,.38717604,.27644143,.024339933,2.045109,.15113205,-.17007129,-.19792332,-.064729907,-.71935326,-.62406588,-.488298,-.064729936,-.28931054,.71313947,.27375188,-.48077482,-.30126712,-.56436664,-.46040645,-.46040624,-.59635007,-.5963518,-.34624732,-.042792216,1.5182468
ACO08D,ad speech,.14529915,-.78483862,-.78690618,-.40565869,.13989179,.33583373,-.69026899,-.84526664,-.72102773,-.44044435,-.33057421,.32558277,-.079786949,.0097375344,-.53814894,-.51460773,-.22079743,.0098532997,-.13619065,-.5707702,-.46259436,-.96622115,.38733372,-.44023713,-.90163988,-.68566114,-.784769,-.80905968,.062779702,-.77671683,-.68424255,-.72994316,-.027290741,-.16052052,-.27941525,.12020796,-.83636314,-.46068636,-.31006932,-.25879973,.66432977,.23740983,.75042039,.39484176,.68909109,.41060248,.34872714,-.24883725,-.35296029,-.12395237,.90893471,-.41156641,-.28001553,-.24881786,.31090757,.021838987,-.68723297,-1.0685153,-.83547652,.39484039,.90893424,.047870375,-.1437315,.62098628,.40769276,.23421666,.0031485846,.12595041,.65346909,.28232402,-.90915793,-.061045267,-.2399938,-1.062463,-1.44069,-1.1131356,-.86705363,-.27222326,-.89060724,-.44414794,-.2044031,-.55413181,-.49665055,-.10832606,-.47361282,-.5961253,-.49665082,-.67938137,.64733261,.49386102,-.64913869,.19716482,-.57481545,.59195089,.59195089,-.070805266,-.070806906,.061869681,-.8401072,-.44060013
BEJ01A,id song,.90647483,.40020549,.26746064,.51281631,-.16727333,-.068921797,.099683486,.54309958,.91981167,-.8772763,-.78188664,-.8447119,-.87941891,-.5374853,-.52716184,-.57318246,-.30029252,-.14770664,-.44304404,.54268003,-.013056045,-.037639633,-.56732845,.51131696,.55597758,.012659932,-.057676937,-.42127174,.17544317,1.0379552,.17798398,-.042609628,-1.0103408,-.69709986,-.94250518,-.32399574,-.17445475,-.9336248,-1.0206839,-.98288834,-.35496336,-.59742153,-.13728194,.33104828,-.81450766,-.48861822,-.41599232,-.72521251,-.87649012,-.31932616,-.076051652,-.36739114,-.62812185,-.62019527,-.035681829,-.35332343,-.023122994,1.0026704,-.17416373,.33104712,-.076051615,-.54436564,-.50061065,-.47995082,-.55737168,-.61935067,-.63533646,-.5489825,-.37969032,-.42136648,.6863606,1.9298257,-.30593464,.46963501,-2.0136268,.68487984,1.0279459,-.29277042,-1.2481542,1.2338892,.034007743,.024035303,.043535717,-.0046129995,-.0038617223,-.0028787809,.043535739,.0041495976,-.55803651,.55656391,-.0028466221,-.52142411,1.9211328,.43848222,.43848214,.43703869,.43703949,.74192476,1.2558038,.22450967
BEJ01B,id speech,.5,-.1886421,-.25467926,.12899271,.071810536,1.433661,-.18239722,-.27027899,-.28143492,.23255713,-.2805393,.65682834,.1447669,.22690463,-.42823368,.62121606,1.0776795,.4833622,.92560726,.54268003,-.32422942,-.1086273,.073231325,.55530208,.55597758,-.084914386,-.057676937,.32565114,-.23041774,-.50751483,-.16497982,-.035936609,.86191738,.25123239,.34197074,.20493183,-.060039882,.37001941,.38546601,.36727521,1.1220329,1.1869655,.97490042,.25013608,1.2840428,1.1775354,1.1264135,.72799522,1.0037135,.64720088,1.3899879,.75466114,.51755238,.46056378,1.4338905,.18568788,.073307723,-.36836544,-.059753813,.25013521,1.3899872,.33186808,.49203587,.77500111,.71916676,.23396751,.40025523,.58460069,.65404809,.24824001,.12691547,-.23003152,.74264896,-.19540726,1.5406718,-.03925854,-.53284818,.73870265,.24642012,-1.0855936,-.029377993,-.0099135796,-.017799737,.001215923,.0023308955,.0023283185,-.017799746,-.0016969582,.47066173,.16786775,.0024358805,-.5146544,-.70167667,1.9912818e-07,0,-.12424425,-.1242483,.079337865,-.065492578,-.28063709
BEJ01C,ad song,.62903225,.31327355,.40519723,.036777414,.30066621,-.40942162,.42739159,.31510711,.04297626,-.17353088,-.15658362,.12723756,.028002037,.49375296,-.097836219,-.37346855,-.38052103,-.080188937,-.10867187,.07023114,-.024701023,.58094084,-.029462649,-.16409817,.14858921,.15716939,.17303029,.039948091,.28539208,-.022925971,.15197563,.12115639,.2267911,-.31840363,-.5588305,-.32399574,-.10308682,-.54155135,-.31949395,-.25164139,-.35358891,-.55083185,-.14990538,.8357712,-.6199649,-.41231358,-.36332047,-.36530131,-.71436477,-.14212286,-.39293009,-.23781031,-.48631814,-.48538807,-.47467643,.4503561,.46745118,-.324469,-.1039319,.83576828,-.39292988,-.44417378,-.37419483,-.55728185,-.30778527,-.40451831,-.17698558,-.38998944,-.34670776,-.26283053,-1.4347941,-1.4738182,-.75754583,-.11841081,-.57197684,-1.1908293,-1.3903309,-.7629419,-.11227135,-1.1901225,-.036734547,-.0039674486,-.0069152648,-.002689648,-.0030773536,-.0028787809,-.006915269,-.001161331,-.079138324,-.79853499,-.0028466221,-.4427166,-.036749072,.087696448,.087696426,.73116362,.73116636,.58444208,.34860995,.19644596
BEJ01D,ad speech,.18260869,-.52483732,-.41797915,-.67858654,-.20520286,-.9553172,-.3446779,-.587928,-.68135303,.81824827,1.2190104,.060645957,.70664996,-.1831736,1.0532322,.32543376,-.39686629,-.25546661,-.37388965,-1.1555921,.36198649,-.43467391,.52355903,-.9025225,-1.2605444,-.084914386,-.057676937,.05567253,-.23041774,-.50751483,-.16497982,-.042609628,-.078367181,.76427096,1.1593647,.44305965,.33758104,1.1051571,.95471156,.86725432,-.41348109,-.038711637,-.68771225,-1.4169568,.15042967,-.27660355,-.34710023,.36251879,.58714134,-.18575145,-.92100596,-.14945969,.59688753,.64501947,-.92353219,-.28272057,-.51763523,-.30983648,.33784989,-1.4169519,-.92100549,.65667117,.38276961,.26223135,.14599042,.78990138,.4120667,.35437128,.072350003,.43595684,.62151796,-.22597568,.32083136,-.15581691,1.0449322,.54520786,.89523292,.31700951,1.1140052,1.0418268,.032104809,-.010154275,-.018820716,.0060867239,.0046081799,.0034292433,-.018820727,-.0012913082,.16651331,.074104488,.0032573638,1.4787953,-1.1827068,-.52617848,-.52617854,-1.0439599,-1.0439596,-1.405704,-1.5389209,-.14031854
BEJ02A,id song,.95652175,.69357198,.65124404,-.029888537,1.1087992,-.0013055481,.84402263,.60038662,.042454042,-1.1580397,-1.5372161,.62374949,.042271715,.37792102,-1.3764259,-.75231135,.12098847,1.0928853,1.1530538,-.16011469,-.66810197,.6560536,.92117798,.93723577,-.25271627,.34765989,.30158746,.15270598,.43572351,.47264454,.1527119,.43548083,1.0007584,-.32230726,-.56091553,-.029821046,.60577679,-.46803778,-.40243033,-.36507261,.16332953,.19862279,-.23057503,-.65296024,.16039982,.36961377,.39785346,.11401339,-.66313756,.6199019,.086653166,-.18332742,-.74626547,-.76511288,-.22637415,.34301928,.8407712,.068771429,.60631704,-.65295798,.086653121,-.74087405,-.9538883,-.27910623,-.31921974,-.65426624,-.66296399,-.27186164,-.22564672,-.40766662,-.32390544,-.40488592,-.21542028,.096340753,-.029639607,-.41979027,-.13872364,-.21309975,-.58244574,-.28800991,-.094863437,-.0023433156,.0016309846,-.010524863,-.0080870762,-.0077159489,.0016309855,-.00050957588,.20532432,-.81834018,-.0076651056,.45917058,1.6395103,-.46040624,-.46040624,.91753626,.9175356,-1.5527703,-2.0395553,.084191129
BEJ02B,id speech,.6785714,-.49920782,-.35087544,-.22634625,-1.1038985,-.59035224,-.39258093,-.44722345,-.34515318,.62261689,.7648291,.20597957,-1.1935023,.72512501,.88488477,.28959855,-.31375432,1.2996738,1.2947255,.19323553,-.4205043,.32322314,1.320462,1.0898653,.031952061,-.22626717,-.14592917,-.24523509,.33799148,-.55227518,-.16828203,-.28499135,-.40718791,-.0046259589,.13136688,-.32504508,-.54743648,.20828889,.30441442,.30890778,.12291208,.044728693,.26631182,.29445297,-.19113791,.11457094,.16728419,.59394532,.2420622,.15858316,-.45028478,.10528445,.78015494,.80950075,-.37238851,.85548967,.45887128,-.99352467,-.5479793,.29445192,-.45028454,-.22484955,.58664745,.066178799,-.075413391,-.038754068,-.17605884,.34849167,.11318699,-.010129514,1.1753585,.74146026,.28318402,.82396311,1.173794,1.2573844,1.0496062,.30832034,.16904119,1.1727589,.04816724,-.0015366359,-.0023639393,.0099158734,.0042745522,.0086866282,-.0023639407,.0014381283,.43493623,1.4907908,.0087855617,1.0069667,.21630074,.24116513,.24116518,-.81869656,-.81869632,.30039501,.89936942,-.39289191
BEJ02C,ad song,.69565219,.60608387,.47878715,.52483433,1.0508395,.28439921,.42640835,.63289094,.65993953,-.14459802,.043675579,-.065600507,-.016954621,-.53593004,-.75731546,.20257953,.8162545,-1.6365943,-1.7564356,-.068814375,.30082244,-.13060896,-1.1924552,-1.3893145,-.19489503,.11259221,.099370912,-.35665908,-.36242434,-.071924828,.39465469,-.044833791,-1.5906069,-.8838529,-1.1114053,-.52383751,-.20305879,-.82090396,-1.3524296,-1.3958664,-.4590244,-.34966481,-.5066911,-.28856152,-.42989448,-.48364538,-.48044243,-1.2202927,-.37041134,-.79437083,.018076207,.21130517,-.76063329,-.82429659,.074045219,-.4893167,-.2493974,.30873913,-.20248349,-.28856051,.018076198,-.6967895,-1.1055948,-.67111033,-.55905408,-1.0004618,-1.0769795,-.96536386,-.55381888,-.69540036,-.62034243,.11160611,.2101398,.06664487,-1.5453885,-.97036672,-.45628998,.21263868,.41340452,.030121749,-.15309322,-.011528309,-.0071181455,-.014124281,-.020923132,-.026634311,-.0071181497,-.018314058,-.63219142,-1.4099188,-.028252821,-1.0293247,.041585058,-.46040624,-.46040624,.91753626,.9175356,-.21859463,-.34895033,.056127418
BEJ02D,ad speech,.21969697,-.80044818,-.77915609,-.26859927,-1.0557408,.30725902,-.87784964,-.78605419,-.35724026,.68002212,.72871029,-.76412857,1.1681857,-.56711698,1.2488567,.26013386,-.62348843,-.75596571,-.6913445,.035694405,.78778398,-.8486678,-1.0491841,-.63778901,.41565922,-.23398602,-.25502867,.4491882,-.41129065,.15155452,-.37908402,-.10565514,.99703711,1.2107861,1.5409542,.87870365,.14471765,1.0806525,1.4504454,1.4520316,.17278208,.10631309,.47095475,.6470682,.46063256,-.00053950073,-.084694825,.51233417,.79148698,.015886324,.3455559,-.13326207,.72674406,.7799089,.52471751,-.70919251,-1.0502458,.61601526,.14414531,.64706594,.34555572,1.662513,1.4728358,.88403767,.95368719,1.6934819,1.9160024,.88873374,.66627872,1.1131964,-.23111132,-.44818065,-.27790326,-.98694891,.40123355,.13277289,-.45459265,-.30785948,,-.9148708,.19978945,.015408261,.0078511005,.014733272,.024735652,.025663627,.0078511043,.017385503,-.0080689061,.73747051,.027132368,-.43681273,-1.897396,.67964739,.67964733,-1.016376,-1.0163748,1.4709694,1.4891373,.25257337
BEJ03A,id song,.71844661,1.024085,.85775363,.067912646,1.8496772,.097753391,1.2659032,1.1640228,.50041997,-1.7634302,-1.6833197,-.62078369,-.80350626,-1.8005707,-1.3811579,-1.0683876,-.1954537,-.31274822,.19696207,1.1727617,-1.305685,-1.0345993,-1.2081256,.79682422,2.0053031,.21739797,.18640748,-.19920337,-.04988429,-.61832315,.31733194,.16918749,-.52534389,-.41725034,-.13762239,-.31290591,-.27352011,-.49009162,-.25257921,-.18501429,.24950258,.24178705,-.352108,-2.083796,.17010069,.56115019,.61742342,-.92478937,-.55843168,-1.2053348,-1.5075257,-.06331788,-.57864672,-.59338176,-.33251128,-1.5291891,-.15526621,-.56736267,-.27370661,-2.0837889,-1.5075248,-.43974817,-.5066613,-.28822047,-.20976049,-.36564821,-.34257209,-.68504173,-.32550731,-.38196242,.58969647,-.55163914,.068003148,.86898565,.94166732,.65011662,.14878325,.094507769,1.5990473,-.3246291,-.29929966,-.13427937,-.29137748,-.0007098958,-.00090543972,.0012311713,-.29137766,-.030049417,-1.4953611,-.97819245,.0014160859,-.40946367,.01157043,.87696409,.87696427,1.9810795,1.9810783,-.43096852,.44472781,1.5154402
BEJ03B,id speech,.84558821,-.33913687,-.42231902,.34077504,.78967476,.29159084,-.55502886,-.62221354,-.44386432,.65093106,.56110603,1.4028335,-.1994285,.35920081,-.92586195,.51587969,1.1576751,.41978905,.22645,-.63582546,1.5743343,.18052271,.83078521,.091817848,-.79787457,-.55679059,-.45498669,.13421328,-.52225751,-1.042547,-.5789867,-.42832151,.50673652,.5331167,.49627483,.34079754,-.27352011,.66652495,.53531712,.47575089,.86848813,1.0173153,1.2164452,.61457437,.39496061,.66034114,.69100922,.90135872,1.1078564,.73808724,.89111125,.34309477,.96120435,.98221827,.15293457,.36307991,-.63376874,-.8746385,-.27370661,.61457223,.89111078,.88239729,.77203745,1.247813,1.1815189,.95544344,.97641462,1.1598512,1.1856149,.75912207,-.019881705,.93465877,1.2161162,-.70813996,-.42736775,-.86642087,-.76873732,1.1987133,-.15501736,-.87030071,-.29349717,-.13738412,-.29468092,.00035595233,-.000042110085,-.0060497881,-.29468107,-.036510628,.91105247,-.086508878,-.0067053693,1.2394263,.5193029,-1.0523573,-1.0523571,-.057165343,-.057165485,.079577275,.5974046,-.22450967
BEJ03C,ad song,.80508476,.072366498,.16391991,-.47158349,-1.2099358,-.42853585,.2165911,.051134519,-.16392164,.46156815,.56110603,-.54375875,-.58823544,.85389483,1.1831139,.19835708,-.61144531,.37776446,.46350482,-.61149311,.028819356,.91610867,.77028257,-.10999864,-.93614167,.14062823,.12039153,-.27075893,.27317548,1.2966577,.13356487,.05797141,-.25615945,-.41725034,-.63806748,-.31290591,-.27352011,-.54890281,-.55793613,-.52861226,-.75812185,-.51502675,-.88700175,1.064765,-.25858805,-.55180418,-.59047276,-.72199136,-.9457311,-.33075544,-.08519958,-.78779256,-.68409371,-.65822071,-.16876414,.88152671,.69815135,1.2660495,-.27370661,1.0647613,-.085199535,-.58909404,-.5850063,-.72997481,-.74187392,-.65988362,-.6578697,-.68504173,-.73328084,-.43574521,.24229896,.92994595,-.55078185,-.73443776,-1.0478621,.68475175,1.2745178,-.57336116,-.72201484,2.3820243,.69310272,.38835192,.86043382,.00083068694,-.00085977966,-.005525765,.86043429,.081221581,1.1148717,1.2031761,-.0061654053,-.40137359,-.47994983,.61387473,.61387497,-.84013098,-.84013176,.049483173,-.54758167,-.89803869
BEJ03D,ad speech,.78991598,-.75731409,-.59935439,.062896401,-1.4294156,.039191194,-.92746526,-.59294426,.10736609,.65093106,.56110603,-.23829105,1.5911704,.58747572,1.1239048,.3541514,-.35077578,-.48480433,-.88691604,.07455647,-.29746869,-.062032074,-.39294219,-.77864259,-.27128732,.19876382,.14818768,.335749,.29896632,.36421198,.12808938,.20116261,.27476662,.30138397,.27941525,.28501445,.82055992,.3724699,.27519822,.23787545,-.35986912,-.74407554,.022664545,.40445584,-.30647269,-.66968751,-.71795988,.74542224,.39630631,.7980029,.70161349,.50801581,.30153593,.26938424,.34834123,.28458291,.090882935,.1759519,.82111895,.40445444,.70161313,.14644499,.31963021,-.22961774,-.22988443,.070088349,.024027135,.21023218,-.12682667,.058585584,-.8121137,-1.3129659,-.73333746,.57359207,.53356242,-.4684473,-.65456378,-.71985984,-.72201484,-1.1870944,-.10030594,-.11668844,-.27437541,-.00047674327,.0018073295,.010344381,-.27437556,-.014661541,-.53056306,-.13847603,.011454687,-.42858928,-.050923254,-.43848222,-.43848214,-1.0837814,-1.0837799,.30190811,-.49455151,-.39289191
BEJ08A,id song,.86259544,.23003189,.069249667,.059446841,.3522335,-.54392642,-.021998826,.15114152,.3220236,-1.125581,-.87974006,-.6508534,-.1293465,.38130698,-.86348653,-.65991098,-.15265894,-1.6520797,-1.7514336,0,-.46917531,.62476724,-1.199899,-.97746229,.27454436,-.14687723,-.22306326,-1.0019846,0,-.3039439,-.071675979,-.32989517,-.92912048,-.92934161,-1.1614498,-.64184499,-.88020307,-1.1443645,-1.2000811,-1.1634974,-.29792634,-1.3372886,.67034239,.1006311,-1.4340142,-1.0993607,-1.0087026,-1.4737632,-.91026628,-1.4007676,-.88593078,-.11043825,-.85283703,-.8927359,-.62103689,.34559578,.56536043,-.77733463,-.87988144,.10063075,-.88593036,-.45302233,-.62235534,-.72552955,-.76212436,-.59332252,-.66233122,-.75664461,-.51483232,-.51110351,.16533753,-.16075847,-.41335946,-.011149185,.044204436,.30201405,.64939839,-.4147186,.078711614,.83620721,-.051068593,-.0032736005,-.0027575763,-.0045142989,-.0030919698,-.0029392389,-.0027575779,-.0040513272,-.40623406,-.33555076,-.002881679,1.8084371,-1.4446881,1.7539285,1.7539285,.78308523,.78308511,1.3911396,.81758225,-.41393971
BEJ08B,id speech,.95041323,.51622289,.47349319,.74171019,-.74900132,1.0277495,.4221378,.24172232,-.092219956,.60910773,.33972487,1.3048426,.5092544,-.4550035,.10723395,.22169223,.18888517,1.8681909,1.8930092,0,.30591103,-.17025654,2.4655957,.97669792,-.6649074,-.042899072,.16330171,1.4845027,0,.1395455,.065208353,.12470106,.19723655,.72878224,.72356039,.39664114,.126876,.48274052,.79020536,.82100075,.29598793,.35936293,.58781499,.68281364,.47605893,.3477875,.31501886,.16739698,-.30454803,.59449804,1.127234,.3578198,-.52281541,-.58787435,1.1903889,-.51469159,-.23173939,.35958594,.12715396,.68281126,1.1272335,.014597977,-.3034696,.51343173,.56568527,.68796915,.79231817,.39587131,.53520036,.54656237,.21037227,.79568452,.64100337,.42829564,-.093312554,-.12012649,-.39789221,.65529799,-.044239778,-.48012486,-.035193656,-.00049273414,-.00048320807,-.0045703663,-.0027601041,-.0013345571,-.00048320834,.00024639975,.80989295,-.62946111,-.0011182886,.33350381,2.2924104,-1.1400536,-1.1400535,.78308523,.78308511,-2.0561154,-.28632081,-.35781229
