id,cat,baby,praat_f0_mean_c,praat_f0_median_c,praat_f0_std_c,praat_f0_min_c,praat_f0_max_c,praat_f0_first_quart_c,praat_f0_third_quart_c,praat_f0_iqr_c,praat_f1_mean_c,praat_f1_median_c,praat_f1_std_c,praat_f1_min_c,praat_f1_max_c,praat_f1_first_quart_c,praat_f1_third_quart_c,praat_f1_iqr_c,praat_f2_mean_c,praat_f2_median_c,praat_f2_std_c,praat_f2_min_c,praat_f2_max_c,praat_f2_first_quart_c,praat_f2_third_quart_c,praat_f2_iqr_c,praat_it_mean_c,praat_it_median_c,praat_it_std_c,praat_it_min_c,praat_it_max_c,praat_it_first_quart_c,praat_it_third_quart_c,praat_it_iqr_c,praat_ittrv_mean_c,praat_ittrv_median_c,praat_ittrv_std_c,praat_ittrv_max_c,praat_ittrv_first_quar_c,praat_ittrv_third_quar_c,praat_ittrv_iqr_c,praat_vowtrv_mean_c,praat_vowtrv_median_c,praat_vowtrv_std_c,praat_vowtrv_max_c,praat_vowtrv_first_quart_c,praat_vowtrv_third_quart_c,praat_vowtrv_iqr_c,praat_f0trv_mean_c,praat_f0trv_median_c,praat_f0trv_std_c,praat_f0trv_max_c,praat_f0trv_first_quart_c,praat_f0trv_third_quart_c,praat_f0trv_iqr_c,praat_f0_range_c,praat_f1_range_c,praat_f2_range_c,praat_it_range_c,praat_ittrv_range_c,praat_vowtrv_range_c,praat_f0trv_range_c,praat_f0trv_rate_median_c,praat_f0trv_rate_iqr_c,praat_vowtrv_rate_median_c,praat_vowtrv_rate_iqr_c,praat_ittrv_rate_media_c,praat_ittrv_rate_iqr_c,praat_f0_trv_rate_default_c,praat_vowtrv_rate_default_c,praat_ittrv_rate_defau_c,mir_attack_mean_c,mir_attack_std_c,mir_attack_range_c,mir_attack_min_c,mir_attack_1q_c,mir_attack_med_c,mir_attack_3q_c,mir_attack_max_c,mir_attack_dist_c,mir_attack_iqr_c,mir_roughness_mean_c,mir_roughness_std_c,mir_roughness_range_c,mir_roughness_1q_c,mir_roughness_med_c,mir_roughness_3q_c,mir_roughness_max_c,mir_roughness_dist_c,mir_rolloff85_c,mir_inharmonicity_c,mir_roughness_iqr_c,mir_tempo_c,mir_pulseclarity_c,tm_peak_hz_c,tm_peak_idx_c,tm_std_idx_c,tm_std_hz_c,npvi_phrase_c,npvi_total_c,npvi_num_events_c
WEL29D,ad speech,.16666667,-.77185839,-1.0973382,.093831286,-.29864186,.086013213,-1.144673,-1.058509,-.57049137,-.23761027,-.088839091,-.6210084,1.4360466,-.26766121,.19008654,-.2807,-.48438695,1.1810751,.97586828,-.43953699,-.8192485,-.18211795,1.2812669,.75883257,-.70921052,-.080976456,-.065146998,-.38768354,.012556251,-.23150562,-.053641193,-.12268531,-.24344441,.2935313,.52338231,.27844027,.091475718,.40922672,.38122493,.35350949,-.043289158,.12687011,.40885693,-.26100734,.32525557,-.21761996,-.31084645,.97518635,-.45372579,.74613231,.087692492,-.33499593,.24890609,.30736035,.15325674,-.47819602,.25762504,-.28741243,.091754362,-.26100641,.087692447,-.47606459,.10298748,.030424366,-.049824972,.35091677,.097473785,.86712009,.074655384,.085236125,.062898636,-.20374995,-.28996414,-.38751313,.24361995,.21267043,.072454818,-.30217609,-.19090468,-.022849284,.4914394,.055372234,.071792871,.067167945,.090740152,.11054411,.071792908,.049781077,1.7723821,1.3098621,.11657067,-.80973941,-.45604503,.30693737,.30693749,-.23857583,-.23857392,.021574115,.29508057,-.11085156
WEL30A,id song,.96453899,.2490381,.31436664,-.63828784,1.2931198,.76807231,.55504286,.073649757,-.68405771,.27560288,-.1572057,.54695171,.5532251,-.070647299,-.37249184,.90817225,1.3846774,.12379682,-.10303417,-.10727208,.66194135,.44430897,.17733017,-.10579138,-.31630358,-.34927422,-.32139185,-.46758834,-.17171033,-.30246723,-.25751343,-.45867968,-.70366311,-1.1140616,-.5817675,-1.2417835,-.74681348,-.3724699,-.71909666,-.75657624,-.25334066,.28587547,-.81281465,-.2653369,-.015929708,.27328694,.31871963,-.21092224,-.70254308,.23072183,.96544647,-.39905006,-.84769887,-.84780562,.51353711,-.15995774,.024775539,-.15949079,-.74649763,-.26533598,.96544594,-1.1123264,-1.1505047,-.89046305,-.74773753,-1.0366224,-1.133046,-.82565594,-.94868457,-1.1849084,-.70940882,.10983694,.95571178,.37229079,-.45520702,-.76652998,-.78741723,.96912897,.085181035,-.81850541,-.12393324,-.024033552,-.015654808,-.024906661,-.023704367,-.028481254,-.015654815,-.045737725,.5746007,-.61523235,-.029420028,.7697385,-.77739805,-.7015714,-.7015714,.45335445,.45335352,-1.0232817,-.89972174,.53321046
WEL30B,id speech,.97849464,.77763045,.77040446,1.2062392,-.57863843,.42303479,.55504286,1.0523807,1.6719525,-.010941526,-.079809204,.20628662,-1.5576409,-.59306294,.010079838,.093944505,.10665351,.25735503,.27327055,-.70413077,.65953022,-.93482733,.44467062,.17783326,-.33463243,-.17047319,-.26093525,.58217055,-.1038406,-.068713732,-.36530966,.041445576,1.4721413,1.4518703,.86118299,1.3544896,.029170142,.84295809,.88308477,.84247559,1.2246318,.94646907,1.5131661,.43206629,.46710905,.52062273,.51638186,1.2281504,1.5762185,.93263286,-.0039980626,.46089548,1.2949741,1.3117398,.54485065,-.27819803,-1.0551031,.033653952,.029452348,.43206477,-.0039980607,2.6031561,2.2317595,1.988837,1.9411519,2.0599606,1.6148129,1.8047508,2.124311,2.242219,.25236189,-.51137531,-1.467428,.034344502,-.37129039,.25903174,.66378069,-1.4700609,,1.057385,-.042785227,-.0039247419,-.0076370607,-.052178577,-.03130452,-.023376686,-.0076370649,-.0093164332,.33425426,.15400156,-.021583289,-.70347011,-.96715409,.96466094,.9646607,-.52904004,-.52903771,-.52863097,.74650896,-.47708306
WEL30C,ad song,.88983053,.53301501,.57448274,-.078234293,-.084702224,-.65009189,.55504286,.46824619,-.088508025,-.5106976,-.060627181,-.60219926,.96857667,.78496641,-.10928123,-.73307258,-.80919713,-.036643587,.053991716,-.098860905,-1.3157814,.40602747,-.13325855,.10153759,.26049858,.32272387,.37698418,.32543623,.1147,.11494979,.31432107,.35250324,.11877614,-.40850782,-.3565672,-.38340887,.51061964,-.49009183,-.33834302,-.28523034,-.75328058,-.52034998,-.7489866,-.6917367,-.037701812,-.47017452,-.53645527,-.81626558,-.39180285,-.33929691,-.67891818,.3666549,-.55784452,-.62816858,-.63961303,.56128985,.96131641,.0073159793,.51088101,-.69173431,-.67891788,-.69819397,-.84109759,-.63636792,-.63891464,-.71737838,-.34386194,-.65418041,-.67647326,-.61989182,.86592883,.097611882,.033308994,-.34685162,1.0653919,1.1279434,.73443061,.023107607,.18536268,.45160273,-.093938291,-.0070075579,-.0076302988,-.057341773,-.034703694,-.028586751,-.007630303,-.0038729256,-.30635464,-.73129565,-.02691604,.99858612,1.1730281,-.9646607,-.9646607,.47761667,.47761682,1.4315611,.46390796,-.28063709
WEL30D,ad speech,.037974682,-1.5596825,-1.6592536,-.48971725,-.62977934,-.54101551,-1.6651289,-1.594277,-.89938676,.24603805,.29764283,-.15103956,.035838664,-.12125585,.47169277,-.26904419,-.68213427,-.34450734,-.22422811,.91026336,-.0056898538,.084490888,-.48874149,-.1735803,.39043763,.19702247,.20534347,-.44001845,.16085143,.25623018,.30850303,.064731404,-.8872543,.070698902,.07715214,.2707032,.20702323,.019603655,.17435507,.19933078,-.21801059,-.71199411,.048634723,.52500671,-.41347781,-.32373586,-.298646,-.20096229,-.4818725,-.8240574,-.28252992,-.42850026,.11056945,.16423468,-.41877496,-.12313438,.069010399,.1185206,.20616472,.52500492,-.28252977,-.79263574,-.24015729,-.46200591,-.55449975,-.30595988,-.13790487,-.32491454,-.49915332,-.43741903,-.40888163,.30392614,.47840676,-.059783734,-.23889437,-.62044543,-.61079407,.4778246,-.27054358,-.69048238,.26065677,.03496585,.030922163,.13442701,.089712583,.080444694,.030922182,.0589271,-.60250115,1.1925275,.077919349,-1.0648539,.5715239,.70157158,.7015714,-.40193018,-.40193263,.12035158,-.31069601,.22450967
WEL31A,id song,.78761059,-.049785413,.17753603,-.16065048,-.24366517,-1.0039694,.056542408,-.014124177,-.10244181,-.47378865,-.56898588,.83856618,-.70315939,1.280956,-.8477037,-.71157146,-.22735594,.088927001,.10171005,-.50278419,-.83690643,.41608417,.25269756,-.035251606,-.33121678,-.019661304,.024321441,.12491402,-.48594749,-.026971443,.072976708,-.052914277,-.45339599,-.80783778,-.70479345,-.75116599,.41263077,-.61016428,-.6422863,-.59689122,-.44258809,.013386124,-.94726628,-.84520108,.054448299,.078160256,.080384791,-.99343258,-1.0055149,-.67742211,-1.067788,-.45500538,-1.3800097,-1.4019125,-.96487981,1.2934937,.73516482,.49310437,.41317898,-.84519815,-1.0677875,-1.151129,-1.3897911,-.74406153,-.81942296,-1.1501073,-1.0111083,-1.2376186,-.81101245,-.90619618,-1.1741126,-2.2719214,-2.4441841,.46012494,-.55987716,-.63991672,-.5697962,-2.4407332,-1.2987328,-.50273699,-.42223307,.29483312,.58461607,-.080320373,-.10282776,-.2880832,.58461642,-.28437355,-.038972963,.072696134,-.3114427,-1.1984612,-.86704361,-.7673437,-.76734376,.5944469,.59444159,.58886462,.52995878,.6524812
WEL31B,id speech,.96190476,.62356424,.51682204,.63588887,.47017705,.15999718,.32322666,.83183575,1.1823697,.12983373,.21457024,-.34128132,1.0995613,-.66539603,.43270859,.16542286,-.12447316,-.10282718,-.043255832,.93553525,.10890483,-.34883577,-.36207908,.039870955,.46357659,.10929707,.072964847,.54038626,-.057010323,.55998105,.01274727,.20774865,.69528973,1.2099977,1.4387798,.80148351,.097706281,1.6246545,.81664139,.53962487,1.0540923,.75710005,1.0786355,-.011596851,.62643194,.54574358,.51633322,1.1332048,2.3860569,.66858006,.18697174,2.0217555,2.0379601,1.9196049,.066216879,-.7903406,-.32666349,.69941807,.097135104,-.01159681,.18697163,2.5085166,2.0351136,1.4951115,1.6645098,2.06266,1.6133505,1.8705868,1.5352776,1.5786158,.53215289,1.0657374,.67995793,-.30780351,.29088169,.23570594,.31080121,.66841203,-.12224425,.27648997,.19151618,-.065965146,-.24124181,-.088252246,-.058014411,.21873517,-.24124195,.24444415,-.79305691,-.52841437,.24852839,.8478092,1.9099679,.81119204,.81119192,-.63511121,-.63510996,-.80010825,-.70593524,-.24555746
WEL31C,ad song,.65137613,-.04125876,.085584462,-.80805081,-.063393369,.54861391,.061824396,-.047013633,-.17317361,-.058435824,-.11031305,.31118646,-1.3190517,.93803322,-.22130187,-.0052846987,.16011246,-.3279683,-.48669216,-.12050062,-.69211179,-.14115176,-.31131327,-.19648679,.15978697,-.27314562,-.24113084,-.61877596,.048866287,-.64860123,-.18265483,-.30836415,-.43851012,-.79238254,-1.0717866,-.51581156,-.21495295,-1.1590673,-.72710764,-.57266325,-.40441394,-.70076877,-.075114578,.55798817,-.76796561,-.45039207,-.38031253,-1.2237691,-1.0798223,-.76730812,.56290287,-.48445556,-1.4187403,-1.4393955,.56714648,1.0769094,.22760347,-.7916013,-.21437757,.55798626,.56290257,-1.099479,-1.370531,-.72877079,-.63444239,-1.0412016,-.91317683,-1.1324488,-.5396719,-.70669603,-.58320552,.4839662,.99072254,-.026427627,-.5673933,-.55695152,-.55726796,1.0047367,.31660619,-.45240486,-.61749655,-.30071786,-.10378502,-.037061587,-.082599632,-.29304945,-.10378508,-.3180654,.41601464,.29167116,-.32041839,.66576791,-.3729291,-.94273663,-.94273657,.45550677,.45551002,.27154458,.41213751,-.16136633
WEL31D,ad speech,.086538464,-.53252041,-.77994305,.33281267,-.1631182,.29535806,-.44159412,-.77069718,-.90675473,.40238988,.46472797,-.80847132,.92264956,-1.5535936,.63629699,.55143327,.19171683,.34186941,.42823964,-.3122496,1.4201138,.073903337,.4206948,.19186577,-.29214695,.18351039,.14384454,-.046524305,.49409151,.1155926,.096931361,.15353085,.19661617,.39022291,.33780068,.46549445,-.29538324,.14457713,.55275273,.62992942,-.207091,-.069717407,-.05625416,.29881036,.087085351,-.17351174,-.21640565,1.083997,-.30072004,.77614939,.31791398,-1.0822945,.76078945,.92170304,.33151668,-1.5800626,-.63610405,-.40092203,-.29593652,.29880932,.3179138,-.25790876,.72520822,-.022278877,-.21064456,.1286487,.31093472,.49948087,-.18459296,.034276761,1.2251648,.72221792,.77350372,-.12589374,.83638877,.96116215,.81626308,.7675848,1.1043711,.67865169,.84821367,.071849979,-.23958936,.20563421,.24344179,.3623974,-.2395895,.35799488,.41601464,.16404709,.38333261,-.31511593,-.66999555,.89888847,.89888835,-.41484427,-.41484165,-.060300563,-.23616108,-.24555746
WEL32A,id song,.90909094,-.40136796,-.078311309,-.31344578,-.17441176,.39012572,-.17233901,-.50325412,-.23085943,-.25255045,-.224526,-.0390906,.2032644,-.096122086,-.44510847,-.043998506,.28146037,.58616948,.52956593,-.20444186,-.76252425,-.25154796,.71421784,.34459835,-.47646067,-.097323529,-.03665632,-.72656387,-.1330246,-.022475712,-.036359899,-.092535555,-.1984773,-.24923784,-.57342678,-.0051085264,.34267896,-.60526323,-.34588271,-.26816049,.22708198,-.038386796,.38817105,.51769745,-.051943269,.10676765,.13286164,-.42141807,.050101198,-.25524598,.37293294,.076570489,-.6224997,-.66384315,.41719845,-.18377659,.17547919,.1177891,.34266412,.51769561,.37293276,.057050921,-.27534997,-.031083424,-.041028164,-.13221908,-.098765135,-.20100652,-.028376827,-.087440938,-.46849665,-.2927525,-.18912324,.5233044,-.30624217,-.56911349,-.32270429,-.17407703,-.19016327,-.27720511,-.15949394,-.035164911,1.1888505,-.10251696,-.25966004,-.46750179,1.1888511,-.3717081,.91923523,.63835853,-.50765777,.87694746,-.049344167,-.1753927,-.17539285,-.37889117,-.37889105,1.6099788,1.072018,1.1365802
WEL32B,id speech,.86466163,.4693259,-.21976793,1.1204829,-.18421377,.39012572,-.55236125,1.4588485,2.013875,.98020655,.61985439,.52317369,.97105867,-1.3382555,.41151503,.65183902,.4829711,-.30115622,-.044963736,.72812772,-.023318673,-.77259272,-.55437273,.07189732,.72100276,-.35934612,-.53768009,1.1978794,.15338573,.054585695,-.58697701,-.3386009,.91919661,.1309907,.077151939,.48134616,-.078731127,.022054171,-.17435507,-.20869152,.34436589,.23470649,.48940238,-.050497569,.26713037,.30124852,.29937017,.70060444,-.24712856,.84833133,.35992169,-.34751227,-.02904791,.0082199499,.41719845,-1.4519296,-.59421223,-.10315659,-.078727715,-.050497394,.35992151,-.019016974,.32095128,.42194113,.51343501,.43479079,.4042865,.78144485,.39618951,.33431059,.64371175,.39664924,.0080936179,-.51606542,.5140543,.60151601,.29834473,-.0071884547,-.55022109,.14390914,1.2655319,1.2926912,.48541039,-.20111646,-.23049055,.28425148,.48541066,.9748596,-1.210215,.22948883,.32995108,-.45499891,.18574214,-.78926772,-.78926784,-.64697474,-.64697391,-1.5260057,-.78063124,-1.6978544
WEL32C,ad song,.58241761,.7292707,1.1716195,-1.6346478,.53090698,-1.1703771,1.5588049,.28366658,-1.0049547,-.31146005,.17010511,-.66520345,-1.6336725,-.011613821,.41081342,-.22940189,-.58811349,.078832082,.21471253,-.50509953,.37677774,-.034806319,.22600119,-.015662581,-.27980903,.54699892,.60890704,-.23121947,.066512562,-.14962806,.77023077,.46702108,-1.1251167,-.48735103,-.7485826,-.28335238,.22486532,-.73268723,-.65689451,-.60294807,-.62594098,-.52921087,-.59173256,.075008996,-.56419206,-.55947328,-.5435589,-1.5796262,.44415584,-1.4414175,-1.1057868,.61845398,-.54503858,-.64280009,-1.2515953,.19034666,-.21142186,-.24216242,.22485557,.075008735,-1.1057863,-.019016974,-.38146406,-.29828423,-.31087279,-.44509223,-.38662151,-.67440599,-.22397034,-.22867036,-.12361394,-.013502762,.27187231,-.25125656,-.27680176,.085506782,-.023821929,.26509857,.69433278,.10322929,-1.4564085,-.76564991,-1.035535,-.16656828,-.33018687,-.51496035,-1.0355355,-.58676803,-.13049501,-1.9782143,-.55485892,-.060470682,-.59321564,-1.0523571,-1.0523571,1.044432,1.0444287,.907148,.44829893,-.23854153
WEL32D,ad speech,.1923077,-.79722893,-.87353975,.82761037,-.17228088,.39012572,-.83410484,-1.2392616,-.77806085,-.41619429,-.56543428,.18112038,.45934924,1.4459918,-.3772195,-.37843922,-.17631817,-.36384723,-.69931298,-.018585902,.40906537,1.0589461,-.38584703,-.40083477,.035266683,-.090328701,-.0345717,-.24009538,-.086873166,.11751906,-.14689386,-.035884637,.40439671,.60559779,1.2448572,-.19288526,-.48881316,1.3158967,1.1771319,1.0798005,.054493085,.3328914,-.28584132,-.54220825,.34900549,.1514571,.11132687,1.3004403,-.24712856,.84833133,.37293294,-.34751227,1.1965861,1.2984233,.41719845,1.4453589,.63015419,.22753046,-.48879197,-.54220635,.37293276,-.019016974,.33586267,-.092573456,-.16153398,.14252059,.081100136,.09396781,-.14384235,-.018199367,-.051600702,-.090394057,-.090842597,.24401772,.068990059,-.11790923,.048181649,-.08383318,.046051569,.030066831,.35037085,-.49187654,-.63872594,.4702017,.82033741,.6982106,-.63872629,-.016383581,.4214752,1.1103657,.73256552,-.361478,.45681792,2.0170178,2.0170178,-.018564323,-.018564755,-.99112135,-.73968565,.79981571
WEL33A,id song,.94690263,.66024446,.8992942,-.56086302,.73547071,-.016481405,.84284258,.74087954,.31620383,.74502075,.86978501,.38632607,.5231787,-.13036872,.011074209,.97099888,1.1724263,-.85691583,-.97286183,-1.0848768,-.92063963,.46647415,-.32969168,-1.362033,-1.0248584,-.63390106,-.73485792,-.46516627,-.49986091,-.38723448,-.49834451,-.72542483,-.78274387,-.80036342,-.64223796,-.81110483,-.34636077,-.8527599,-.66820389,-.58918214,-.70673853,-.33905742,-1.1500096,-2.1505342,-.63364309,-.32802239,-.26341659,-.93845564,-.71042424,-.38395157,.12102442,-.34014967,-.84245163,-.8536911,-.16316549,-.20448366,.81558585,.097669743,-.3460623,-2.1505265,.12102436,-.35870808,-.43786722,-.27307746,-.26419351,-.33189803,-.38420805,-.4072552,-.21878284,-.23909079,-.10578555,-.25793421,-.58221906,.15362412,-.52410859,-.076848052,.16174085,-.58789539,-.70533055,.47176871,-.19779585,-.039136328,-.030567488,-.069898359,-.060336396,-.076321043,-.030567504,-.080623381,-.090759538,.71633369,-.078581676,-.9438898,2.5306125,.7234956,.72349554,.62447363,.62447411,.45509881,.54847467,-.385876
WEL33B,id speech,.92000002,-.39767712,-.42465577,-.4303005,-.37812313,.18411982,-.28975078,-.29117158,-.17936634,-.38586402,-.74734658,.48385423,-.17065924,.21104933,-.41021842,-.52140123,-.32533085,.55302227,.33932227,.60656017,-.67704129,-.33023617,-.099969715,1.1312484,1.2871925,-.30270708,-.26371491,.29833239,-.23245402,-.30246723,-.42819118,-.19819069,.84476745,-.022101289,-.0083407452,.016429011,-.33050132,.049009137,-.068799689,-.091405846,.23727278,.34004989,.23821309,.96196443,.66017228,.2609919,.181114,-.15954395,-.10695767,-.020625554,.32824579,-.21645887,-.40342227,-.39889774,.26553544,.22195449,.072021469,-.094011754,-.33020353,.96196109,.32824564,.017421892,-.20280123,.35745552,.084104389,.18749972,.10092752,.10844129,.24597983,.14459725,-.79977089,-1.2643183,-1.9664035,-.33758882,-.72897142,-.81402302,-.65171665,-1.9690753,,-.51538801,-.23258254,-.050247662,-.041006353,-.061599717,-.051212482,-.063971333,-.041006375,-.07680513,.7549904,-.68449593,-.065622851,-1.642341,-1.2757804,-.50425446,-.50425446,-.23567876,-.23567967,-.13896029,.17013763,.0070159272
WEL33C,ad song,.25233644,.21269701,.32163996,-.3753438,-.01630103,-.41057763,.29823577,.052203573,-.29486507,-.77988619,-.4586421,-.82750207,-.71198171,-1.2015513,-.53367406,-.40976802,-.096676573,-.029120248,.54887533,1.1490936,-.98345077,-.43954113,.056540098,.36611155,.31289655,.69547951,.81685686,.61660689,.13539977,.57603556,.6997354,.73498279,.086833313,.41241202,.44206008,.15817845,.78193027,.51949733,.54945379,.52530837,.40638164,.17745976,.41602758,.20495825,-.0018004142,.26691622,.30877867,-.77994794,.67664814,-.91707373,-.91872841,1.4209718,-.10169891,-.26409054,-.40874296,-.99210191,.13608828,.51029724,.78217983,.20495754,-.91872793,-.0019103129,-.19782303,-.22763057,-.04175387,-.10419413,-.029825255,-.45157889,-.13364673,-.088647164,.74581474,.47074085,.97644168,.61952162,.60806614,.58032233,.58423698,.98845863,.70542473,.47887525,-.051299013,.027991993,.025685031,-.069208816,-.055539064,-.021163082,.025685046,.066067822,-1.1345688,-.69245684,-.017764464,1.3051153,-.77901673,-.24116513,-.24116518,.62447363,.62447411,.37345579,.3854489,.48409897
WEL33D,ad speech,.10416666,-.47526494,-.79627746,1.3665073,-.34104598,.24293888,-.85132736,-.50191057,.15802728,.42072856,.33620435,-.042677753,.35946244,1.1208711,.93281823,-.039829072,-.75041944,.33301482,.084665053,-.67077702,2.5811319,.30330402,.37312129,-.13532528,-.57523084,.24112915,.18171708,-.44977263,.59691411,.11366516,.22680031,.18863326,-.14885785,.4100531,.20851882,.63649756,-.1050699,.28425324,.18754946,.1552798,.063084364,-.17845222,.49576935,.9836117,-.024728835,-.19988589,-.22647591,1.877948,.14073379,1.3216512,.46945843,-.86436307,1.3475728,1.5166794,.30637276,.97463048,-1.0236942,-.51395524,-.10591403,.98360831,.46945819,.34319642,.8384915,.14325245,.22184305,.24859251,.31310579,.75039297,.10644984,.18314071,.15974133,1.0515114,1.5721813,-.43555692,.64501405,.31054872,-.094261281,1.568512,-.000094168427,-.43525589,.48167744,.061392006,.045888808,.20070688,.16708794,.16145544,.045888834,.091360688,.47033802,.66061908,.16196899,1.2811152,-.47581533,.021924011,.021924106,-1.0132675,-1.0132686,-.68959475,-1.1040611,-.10523891
WEL34A,id song,.92792791,-.27741611,-.28835034,-1.1127994,2.0229435,-1.3639576,.036693078,-.29018953,-.61091965,.42445853,.72535723,-.584225,1.4587473,.83411711,.53593743,.41810569,-.029858455,-.49162933,-.24276231,.17687161,.29944009,-.13063672,-.4721365,-.26566151,.24108499,.10441431,.20169485,-.38180044,-.1686563,-.72213113,.20695202,.080111213,-.46425042,-.31160501,-.53172302,-.19410825,-.16284323,-.76454347,-.035813387,.12995052,-.70439416,-.30465311,-1.1474965,-1.0141394,-.44003093,-.33108243,-.30228981,-1.0205942,-.33213174,-.85633659,-1.1953181,.12884462,-.84393525,-.89824325,-1.7794009,.4793219,-.2487434,-.87365079,-.1625527,-1.014136,-1.1953175,-.51213783,-.89677918,-.65614498,-.54151213,-.74055034,-.57441056,-1.1538814,-.81170708,-.66813403,1.2008102,1.9642428,1.9293588,.98597562,1.0049342,.57450509,.41377401,1.9359474,1.709308,.0011220275,-.97687513,-.43929565,-.49056104,.14070344,-.068063073,-.2671276,-.49056131,-.39809063,-.6823889,-.38212854,-.30617231,.293567,.39561328,.63579917,.63579911,1.0601974,1.0601966,-.090324767,-.20549662,.31571671
WEL34B,id speech,.90756303,.75998145,.83920097,.56862026,-.44162345,-.039373141,.83230674,.67989534,.21204616,-.17394453,-.12812941,.079141073,-.10100685,-.64488673,-.31851834,.097467639,.40321201,.46938148,.24989091,-.17344397,-.016202677,-.23924612,.30247125,.40385064,.030400926,.21850362,.19266079,-.34493023,.74894214,.34131885,.28394997,.14788294,-.50146472,.9176333,.59427875,.87669754,-.29764935,.92137271,.45803544,.32817999,.99615741,.71259385,1.3178828,.8904506,1.2323756,.57522982,.43981498,.32339209,.95586395,.18192719,-.53613442,.32027081,1.2964264,1.3274562,.059099887,-.56724787,-.17961791,-.25617257,-.297353,.8904475,-.53613418,1.6319394,1.6630589,1.0374314,.85130036,.74573308,.80068058,.80291998,1.054992,1.0404634,-.46219194,-.75500464,-.64311963,-.33929318,-.33497804,-.35229182,-.35430068,-.64531577,-.59465975,-.19042553,.54480129,.21224703,.21391495,.0012536017,.36136737,.59211028,.21391506,.3145324,.094040185,.048514832,.65335804,-1.5089544,-.15473884,.63579917,.63579911,-.58615142,-.58615071,.24169239,-.012025129,-.8068316
WEL34C,ad song,.2345679,-.25799412,.030332431,-.79128253,-.63894218,.69445235,-.26376221,-.074520983,.2058534,.35773724,.35749567,.064811833,-2.1669164,.44303095,.4444811,.39435989,.19005133,-.17337127,-.16593982,.61296004,-1.3304111,.60256535,-.26220444,.044643171,.317323,.26175162,.28647289,.21614188,-.2541723,.34131885,.23569812,.34633508,.38175803,-1.1066775,-.80696779,-1.3417929,-.35768881,-.79394895,-.6276781,-.55504274,-.9030323,-.66738933,-1.2252418,-.59658855,-.99861133,-.38381091,-.26127523,-1.0803535,-.3231248,-.88788086,.86572617,.058164123,-.8090778,-.85970807,.84055352,.7903406,1.1225255,.96605366,-.35738984,-.59658647,.8657257,-.71366215,-.9324953,-1.0309086,-.76371348,-1.1735275,-1.0604725,-1.4972843,-1.250283,-1.3001651,-.46219194,-.75500464,-.64311963,-.30738932,-.33497804,-.35229182,-.49146578,-.64531577,-.59465975,-.72312033,-.24966535,.35039344,.56675071,-.012088903,-.11116448,-.094313726,.566751,.13031131,-.19984695,-.060137197,-.10310902,.38626575,-.075434364,-1.0304332,-1.0304331,.83840406,.83840352,-.096587926,.17760074,1.2418191
WEL34D,ad speech,.68817204,-.22457062,-.58118367,1.3354619,-.9423784,.70887882,-.60523719,-.315184,.19302021,-.60825038,-.95472348,.44027159,.80917585,-.63226163,-.6619007,-.90993381,-.5634051,.19561912,.15881208,-.61638767,1.0471733,-.2326825,.43186897,-.18283145,-.58880937,-.58466899,-.68083012,.51058847,-.32611406,.039494425,-.7265991,-.57432711,.58395618,.50064909,.74441212,.65920359,.8181814,.63711923,.20545624,.096912347,.61126876,.25944808,1.0548555,.72027737,.20626666,.13966386,.12375007,1.7775559,-.30060735,1.5622907,.86572617,-.50727952,.35658643,.43049529,.87974733,-.70241523,-.69416344,.16377087,.81729645,.72027487,.8657257,-.40613943,.16621573,.64962214,.45392507,1.1683447,.83420217,1.8482459,1.0069982,.9278357,-.27642593,-.45423308,-.64311963,-.33929318,-.33497804,.13007864,.43199223,-.64531577,-.5199886,.91242373,.68173909,-.12334481,-.29010472,-.12986816,-.18213978,-.23066896,-.29010487,-.046753079,.78819549,.39375088,-.24407682,.82912201,-.16543995,-.24116533,-.24116518,-1.3124491,-1.3124495,-.054780081,.039921422,-.75070423
WEL35A,id song,.97163123,-.0084353331,.29700619,-1.1534438,.14340769,-1.2635179,.28161722,.037520573,-.24863556,.30251962,.31514055,.44199204,-1.1455882,.11220987,-.15491422,.39731568,.54590243,-.4048447,-.39722082,-.66576207,.33856478,.34874445,-.13474821,-.73065537,-.61398792,-.22696066,-.0024313487,.85083497,-.33663431,-.34131786,-.30653498,-.11251907,.70955545,-.46348593,-.72147512,-.29588091,.260833,-.81355262,-.54002953,-.44106066,-.14283127,.35535747,-.43569866,-.67287815,.66071564,-.068572715,-.19983211,-.91612643,-.81400436,-.44810721,-.84980369,.038285211,-1.6991616,-1.6820483,-1.2844226,.35196254,.1079059,-.025971809,.2613869,-.67287582,-.84980321,-.87481034,-1.5998282,-.49654663,-.63775021,-1.0841908,-.97271436,-1.0828344,-.64708006,-.80833638,.62051553,.10627919,-.39429355,.69897479,.16858597,.57863355,.93908519,-.37396431,.22225669,1.1582974,-1.0791525,-.33234239,-.14326389,-.49428716,-.6766721,-.83906466,-.14326397,-.67250884,.63986093,-.81374794,-.88606781,.51540071,2.0233364,.94273651,.94273657,.97415388,.97415495,-1.3518602,-.29888245,-.084191129
