id,sung,infdir,cat,baby,adult,score,rt,rt_correct,pers
SPA09A,1,1,id song,.8101266,.18987341,.8101266,3.4242857,3.4242857,SPA09
SPA09B,0,1,id speech,.24161074,.75838923,.24161074,2.8029394,2.8029394,SPA09
SPA10C,1,0,ad song,.63333333,.36666667,.36666667,3.3714762,3.3714762,SPA10
SPA10D,0,0,ad speech,.92592591,.074074075,.074074075,4.5376248,4.5376248,SPA10
SPA10A,1,1,id song,.625,.375,.625,4.3184304,4.3184304,SPA10
SPA10B,0,1,id speech,.21929824,.78070176,.21929824,3.7323749,3.7323749,SPA10
SPA11C,1,0,ad song,.88636363,.11363637,.11363637,3.7421334,3.7421334,SPA11
SPA11D,0,0,ad speech,.36956522,.63043481,.63043481,3.7535272,3.7535272,SPA11
SPA11A,1,1,id song,.84962404,.15037593,.84962404,3.5514553,3.5514553,SPA11
SPA11B,0,1,id speech,.39568347,.60431653,.39568347,3.9733703,3.9733703,SPA11
SPA12C,1,0,ad song,.84920633,.15079366,.15079366,3.5492353,3.5492353,SPA12
SPA12D,0,0,ad speech,.31060606,.68939394,.68939394,3.6456931,3.6456931,SPA12
SPA12A,1,1,id song,.90849674,.09150327,.90849674,2.7094672,2.7094672,SPA12
SPA12B,0,1,id speech,.89763778,.10236221,.89763778,2.7532806,2.7532806,SPA12
SPA13C,1,0,ad song,.87903225,.12096774,.12096774,3.2403846,3.2403846,SPA13
SPA13D,0,0,ad speech,.48837209,.51162791,.51162791,3.3393722,3.3393722,SPA13
SPA14C,1,0,ad song,.83193278,.16806723,.16806723,4.1575556,4.1575556,SPA14
SPA14A,1,1,id song,.95275593,.047244094,.95275593,2.7008584,2.7008584,SPA14
SPA15C,1,0,ad song,.71074378,.28925619,.28925619,3.3233142,3.3233142,SPA15
SPA15D,0,0,ad speech,.1754386,.82456142,.82456142,3.4160318,3.4160318,SPA15
SPA15A,1,1,id song,.78807944,.21192053,.78807944,3.228874,3.228874,SPA15
SPA15B,0,1,id speech,.609375,.390625,.609375,4.1504865,4.1504865,SPA15
TOP01C,1,0,ad song,.65693432,.34306568,.34306568,3.0915999,3.0915999,TOP01
TOP01D,0,0,ad speech,.32539684,.67460316,.67460316,2.7372048,2.7372048,TOP01
TOP01A,1,1,id song,.49253732,.50746268,.49253732,3.7886128,3.7886128,TOP01
TOP02C,1,0,ad song,.71428573,.2857143,.2857143,4.1237669,4.1237669,TOP02
TOP02A,1,1,id song,.88805968,.1119403,.88805968,3.943181,3.943181,TOP02
TOP02B,0,1,id speech,.25,.75,.25,4.0409999,4.0409999,TOP02
TOP03C,1,0,ad song,.81481481,.18518518,.18518518,3.7723529,3.7723529,TOP03
TOP03D,0,0,ad speech,.24324325,.75675678,.75675678,3.2434285,3.2434285,TOP03
TOP03A,1,1,id song,.76978415,.23021583,.76978415,3.9911215,3.9911215,TOP03
TOP03B,0,1,id speech,.45112783,.54887217,.45112783,4.5874386,4.5874386,TOP03
TOP04C,1,0,ad song,.59663868,.40336135,.40336135,3.7749166,3.7749166,TOP04
TOP04A,1,1,id song,.64393938,.35606059,.64393938,3.2644458,3.2644458,TOP04
TOP05C,1,0,ad song,.84732825,.15267175,.15267175,3.1365499,3.1365499,TOP05
TOP05D,0,0,ad speech,.23214285,.76785713,.76785713,3.0480115,3.0480115,TOP05
TOP05A,1,1,id song,.44360903,.556391,.44360903,3.8145001,3.8145001,TOP05
TOP05B,0,1,id speech,.83448273,.16551724,.83448273,3.372529,3.372529,TOP05
TOP06C,1,0,ad song,.74137932,.25862068,.25862068,3.0230715,3.0230715,TOP06
TOP06D,0,0,ad speech,.2037037,.7962963,.7962963,3.3329287,3.3329287,TOP06
TOP06A,1,1,id song,.81366462,.1863354,.81366462,3.2215939,3.2215939,TOP06
TOP06B,0,1,id speech,.26605505,.73394495,.26605505,3.4727931,3.4727931,TOP06
TOP07C,1,0,ad song,.61151081,.38848922,.38848922,3.6656666,3.6656666,TOP07
TOP07A,1,1,id song,.69158876,.30841121,.69158876,3.8259306,3.8259306,TOP07
TOP08C,1,0,ad song,.6640625,.3359375,.3359375,3.9816904,3.9816904,TOP08
TOP08D,0,0,ad speech,.2820513,.71794873,.71794873,3.8410976,3.8410976,TOP08
TOP08A,1,1,id song,.75,.25,.75,3.3530602,3.3530602,TOP08
TOP08B,0,1,id speech,.28787878,.71212119,.28787878,3.1033947,3.1033947,TOP08
TOP09C,1,0,ad song,.75728154,.24271844,.24271844,2.9652917,2.9652917,TOP09
TOP09D,0,0,ad speech,.23728813,.76271188,.76271188,3.5408523,3.5408523,TOP09
TOP09A,1,1,id song,.7518248,.24817519,.7518248,3.1174855,3.1174855,TOP09
TOP09B,0,1,id speech,.42063493,.57936507,.42063493,3.75966,3.75966,TOP09
TOP10C,1,0,ad song,.67716533,.32283464,.32283464,4.8651795,4.8651795,TOP10
TOP10D,0,0,ad speech,.45631069,.54368931,.54368931,3.3807406,3.3807406,TOP10
TOP10A,1,1,id song,.84033614,.15966387,.84033614,3.4589691,3.4589691,TOP10
TOP11C,1,0,ad song,.63846153,.36153847,.36153847,3.9038668,3.9038668,TOP11
TOP11D,0,0,ad speech,.23931624,.76068377,.76068377,3.0776744,3.0776744,TOP11
TOP11A,1,1,id song,.734375,.265625,.734375,3.0698478,3.0698478,TOP11
TOP11B,0,1,id speech,.47794119,.52205884,.47794119,4.5799356,4.5799356,TOP11
TOP12C,1,0,ad song,.66964287,.33035713,.33035713,4.1030278,4.1030278,TOP12
TOP12D,0,0,ad speech,.44642857,.5535714,.5535714,3.1195083,3.1195083,TOP12
TOP12A,1,1,id song,.86554623,.13445379,.86554623,2.9553001,2.9553001,TOP12
TOP12B,0,1,id speech,.3671875,.6328125,.3671875,4.2893829,4.2893829,TOP12
TOP13C,1,0,ad song,.375,.625,.625,3.3079751,3.3079751,TOP13
TOP13D,0,0,ad speech,.1570248,.8429752,.8429752,3.0920694,3.0920694,TOP13
TOP13A,1,1,id song,.57017541,.42982456,.57017541,3.5251718,3.5251718,TOP13
TOP13B,0,1,id speech,.50694442,.49305555,.50694442,4.9695354,4.9695354,TOP13
TOP14C,1,0,ad song,.6964286,.30357143,.30357143,2.7331471,2.7331471,TOP14
TOP14D,0,0,ad speech,.78991598,.21008404,.21008404,3.9270418,3.9270418,TOP14
TOP14A,1,1,id song,.94074076,.059259258,.94074076,3.190984,3.190984,TOP14
TOP14B,0,1,id speech,.45967743,.5403226,.45967743,3.7246842,3.7246842,TOP14
TOP15C,1,0,ad song,.54700857,.45299146,.45299146,3.6076226,3.6076226,TOP15
TOP15A,1,1,id song,.53600001,.46399999,.53600001,3.4804926,3.4804926,TOP15
TOP15B,0,1,id speech,.4778761,.52212387,.4778761,4.1748867,4.1748867,TOP15
TOR01C,1,0,ad song,.87037039,.12962963,.12962963,3.5632308,3.5632308,TOR01
TOR01D,0,0,ad speech,.1744186,.82558137,.82558137,3.448643,3.448643,TOR01
TOR01A,1,1,id song,.83495146,.16504854,.83495146,2.9709411,2.9709411,TOR01
TOR01B,0,1,id speech,.9512195,.048780486,.9512195,2.4568,2.4568,TOR01
TOR02C,1,0,ad song,.25490198,.74509805,.74509805,3.7241333,3.7241333,TOR02
TOR02D,0,0,ad speech,.32142857,.6785714,.6785714,4.0525131,4.0525131,TOR02
TOR02A,1,1,id song,.96396399,.036036037,.96396399,2.3830476,2.3830476,TOR02
TOR02B,0,1,id speech,.84745765,.15254237,.84745765,4.1242223,4.1242223,TOR02
TOR03C,1,0,ad song,.42857143,.5714286,.5714286,3.7419057,3.7419057,TOR03
TOR03D,0,0,ad speech,.13541667,.86458331,.86458331,3.1633456,3.1633456,TOR03
TOR03A,1,1,id song,.91596639,.084033616,.91596639,3.0258625,3.0258625,TOR03
TOR03B,0,1,id speech,.89655173,.10344828,.89655173,3.310147,3.310147,TOR03
TOR04C,1,0,ad song,.7368421,.2631579,.2631579,4.0450692,4.0450692,TOR04
TOR04D,0,0,ad speech,.043478262,.95652175,.95652175,3.0498257,3.0498257,TOR04
TOR04A,1,1,id song,.87719297,.12280702,.87719297,2.3769381,2.3769381,TOR04
TOR04B,0,1,id speech,.8888889,.11111111,.8888889,3.5788405,3.5788405,TOR04
TOR05A,1,1,id song,.86614174,.13385826,.86614174,3.4440742,3.4440742,TOR05
TOR05B,0,1,id speech,.85470086,.14529915,.85470086,3.7370708,3.7370708,TOR05
TOR06C,1,0,ad song,.36170211,.63829786,.63829786,3.3757,3.3757,TOR06
TOR06D,0,0,ad speech,.4742268,.52577317,.52577317,3.3883061,3.3883061,TOR06
TOR06A,1,1,id song,.95555556,.044444446,.95555556,2.7045548,2.7045548,TOR06
TOR06B,0,1,id speech,.98165137,.018348623,.98165137,1.9838396,1.9838396,TOR06
TOR07C,1,0,ad song,.29906541,.70093459,.70093459,3.7820001,3.7820001,TOR07
TOR07D,0,0,ad speech,.14,.86000001,.86000001,3.2868214,3.2868214,TOR07
TOR07A,1,1,id song,.94594592,.054054055,.94594592,2.8284607,2.8284607,TOR07
TOR07B,0,1,id speech,.94782609,.052173913,.94782609,2.4520092,2.4520092,TOR07
TOR08C,1,0,ad song,.44915253,.55084747,.55084747,3.9772458,3.9772458,TOR08
TOR08D,0,0,ad speech,.22105263,.77894735,.77894735,3.8159189,3.8159189,TOR08
TOR08A,1,1,id song,.77685952,.22314049,.77685952,2.9993846,2.9993846,TOR08
TOR08B,0,1,id speech,.92000002,.079999998,.92000002,2.9535334,2.9535334,TOR08
TOR09C,1,0,ad song,.8699187,.1300813,.1300813,2.6036875,2.6036875,TOR09
TOR09D,0,0,ad speech,.22916667,.77083331,.77083331,2.8975542,2.8975542,TOR09
TOR09A,1,1,id song,.92660552,.073394492,.92660552,2.353307,2.353307,TOR09
TOR09B,0,1,id speech,.94262296,.057377048,.94262296,2.8412302,2.8412302,TOR09
TOR10C,1,0,ad song,.85148513,.14851485,.14851485,2.973,2.973,TOR10
TOR10D,0,0,ad speech,.04109589,.95890409,.95890409,3.4736812,3.4736812,TOR10
TOR10A,1,1,id song,.9464286,.053571429,.9464286,2.9622116,2.9622116,TOR10
TOR10B,0,1,id speech,.92380953,.076190479,.92380953,2.8534639,2.8534639,TOR10
TOR11C,1,0,ad song,.36036035,.63963962,.63963962,2.9272714,2.9272714,TOR11
TOR11D,0,0,ad speech,.6226415,.3773585,.3773585,4.7951794,4.7951794,TOR11
TOR11A,1,1,id song,.94915253,.050847456,.94915253,2.2751875,2.2751875,TOR11
TOR11B,0,1,id speech,.9130435,.086956523,.9130435,1.9904758,1.9904758,TOR11
TOR12C,1,0,ad song,.79439253,.20560747,.20560747,3.1901817,3.1901817,TOR12
TOR12D,0,0,ad speech,.59090906,.40909091,.40909091,3.7040834,3.7040834,TOR12
TOR12A,1,1,id song,.89430892,.10569106,.89430892,2.2854393,2.2854393,TOR12
TOR12B,0,1,id speech,.87179488,.12820514,.87179488,3.134598,3.134598,TOR12
TOR13C,1,0,ad song,.78899086,.21100917,.21100917,2.23385,2.23385,TOR13
TOR13D,0,0,ad speech,.021276595,.97872341,.97872341,2.8297586,2.8297586,TOR13
TOR13A,1,1,id song,.90825689,.091743119,.90825689,2.4758749,2.4758749,TOR13
TOR13B,0,1,id speech,.93000001,.07,.93000001,2.374742,2.374742,TOR13
TOR14C,1,0,ad song,.14285715,.85714287,.85714287,2.4639091,2.4639091,TOR14
TOR14D,0,0,ad speech,.05102041,.94897962,.94897962,2.6291957,2.6291957,TOR14
TOR14A,1,1,id song,.87591243,.12408759,.87591243,2.219815,2.219815,TOR14
TOR14B,0,1,id speech,.92920351,.07079646,.92920351,2.0850866,2.0850866,TOR14
TOR15C,1,0,ad song,.37,.63,.63,3.1645484,3.1645484,TOR15
TOR15D,0,0,ad speech,.099009901,.90099013,.90099013,3.4817955,3.4817955,TOR15
TOR15A,1,1,id song,.95652175,.043478262,.95652175,2.7346973,2.7346973,TOR15
TOR15B,0,1,id speech,.84070796,.15929204,.84070796,3.1374042,3.1374042,TOR15
TOR16C,1,0,ad song,.12727273,.87272727,.87272727,3.2351251,3.2351251,TOR16
TOR16D,0,0,ad speech,.073394492,.92660552,.92660552,3.4553399,3.4553399,TOR16
TOR16A,1,1,id song,.49579832,.50420171,.49579832,2.9638619,2.9638619,TOR16
TOR16B,0,1,id speech,.82608694,.17391305,.82608694,3.8771334,3.8771334,TOR16
TOR17C,1,0,ad song,.43010753,.56989247,.56989247,3.1904039,3.1904039,TOR17
TOR17D,0,0,ad speech,.14851485,.85148513,.85148513,3.433306,3.433306,TOR17
TOR17A,1,1,id song,.92307693,.07692308,.92307693,2.3299913,2.3299913,TOR17
TOR17B,0,1,id speech,.9464286,.053571429,.9464286,2.5967047,2.5967047,TOR17
TOR18C,1,0,ad song,.50574714,.49425286,.49425286,3.5960953,3.5960953,TOR18
TOR18D,0,0,ad speech,.075000003,.92500001,.92500001,3.1952567,3.1952567,TOR18
TOR18A,1,1,id song,.89999998,.1,.89999998,2.9832323,2.9832323,TOR18
TOR18B,0,1,id speech,.87199998,.12800001,.87199998,3.788651,3.788651,TOR18
TOR19C,1,0,ad song,.37,.63,.63,2.9341745,2.9341745,TOR19
TOR19D,0,0,ad speech,.078947365,.92105263,.92105263,3.3853846,3.3853846,TOR19
TOR19A,1,1,id song,.84677422,.15322581,.84677422,2.8771155,2.8771155,TOR19
TOR19B,0,1,id speech,.89830506,.10169491,.89830506,2.0143209,2.0143209,TOR19
TOR20C,1,0,ad song,.20535715,.79464287,.79464287,3.4148862,3.4148862,TOR20
TOR20D,0,0,ad speech,.21904762,.78095239,.78095239,3.5390987,3.5390987,TOR20
TOR20A,1,1,id song,.96268654,.037313432,.96268654,2.2817245,2.2817245,TOR20
TOR20B,0,1,id speech,.93233085,.067669176,.93233085,2.873363,2.873363,TOR20
TOR21C,1,0,ad song,.85714287,.14285715,.14285715,2.6941249,2.6941249,TOR21
TOR21D,0,0,ad speech,.20430107,.79569894,.79569894,3.3824325,3.3824325,TOR21
TOR21A,1,1,id song,.94845361,.051546391,.94845361,2.6983888,2.6983888,TOR21
TOR21B,0,1,id speech,.90225565,.097744361,.90225565,2.8301101,2.8301101,TOR21
TOR22C,1,0,ad song,.9099099,.090090089,.090090089,4.0953331,4.0953331,TOR22
TOR22D,0,0,ad speech,.038834952,.96116507,.96116507,3.0766938,3.0766938,TOR22
TOR22A,1,1,id song,.92156863,.078431375,.92156863,2.4002872,2.4002872,TOR22
TOR22B,0,1,id speech,.91111112,.088888891,.91111112,4.2270331,4.2270331,TOR22
TOR23C,1,0,ad song,.46590909,.53409094,.53409094,3.5410218,3.5410218,TOR23
TOR23D,0,0,ad speech,.15000001,.85000002,.85000002,3.7241647,3.7241647,TOR23
TOR23A,1,1,id song,.9191919,.080808081,.9191919,2.7115393,2.7115393,TOR23
TOR23B,0,1,id speech,.88571429,.11428571,.88571429,2.9215496,2.9215496,TOR23
TOR24C,1,0,ad song,.43089432,.56910568,.56910568,4.2082577,4.2082577,TOR24
TOR24D,0,0,ad speech,.08510638,.91489363,.91489363,3.339988,3.339988,TOR24
TOR24A,1,1,id song,.94615382,.053846154,.94615382,2.7494576,2.7494576,TOR24
TOR24B,0,1,id speech,.7578125,.2421875,.7578125,3.7996805,3.7996805,TOR24
TOR25C,1,0,ad song,.33636364,.66363639,.66363639,3.3642602,3.3642602,TOR25
TOR25D,0,0,ad speech,.030612245,.96938777,.96938777,2.6563871,2.6563871,TOR25
TOR25A,1,1,id song,.8888889,.11111111,.8888889,3.1534204,3.1534204,TOR25
TOR25B,0,1,id speech,.93859649,.061403509,.93859649,3.7998962,3.7998962,TOR25
TOR26C,1,0,ad song,.77678573,.22321428,.22321428,3.201,3.201,TOR26
TOR26D,0,0,ad speech,.36781609,.63218391,.63218391,4.1672544,4.1672544,TOR26
TOR26A,1,1,id song,.93700784,.062992126,.93700784,3.2497563,3.2497563,TOR26
TOR26B,0,1,id speech,.93636364,.063636363,.93636364,2.8524272,2.8524272,TOR26
TOR27C,1,0,ad song,.41666666,.58333331,.58333331,3.3554168,3.3554168,TOR27
TOR27D,0,0,ad speech,.041666668,.95833331,.95833331,3.3288956,3.3288956,TOR27
TOR27A,1,1,id song,.96124029,.03875969,.96124029,2.3773739,2.3773739,TOR27
TOR27B,0,1,id speech,.95762712,.042372882,.95762712,3.1156576,3.1156576,TOR27
TOR28C,1,0,ad song,.79816514,.20183486,.20183486,3.5255001,3.5255001,TOR28
TOR28D,0,0,ad speech,.24509804,.75490195,.75490195,3.8771038,3.8771038,TOR28
TOR28A,1,1,id song,.87179488,.12820514,.87179488,2.9648333,2.9648333,TOR28
TOR28B,0,1,id speech,.93548387,.064516127,.93548387,2.7926173,2.7926173,TOR28
TOR29C,1,0,ad song,.30097088,.69902915,.69902915,2.9042754,2.9042754,TOR29
TOR29D,0,0,ad speech,.37,.63,.63,3.3495967,3.3495967,TOR29
TOR29A,1,1,id song,.96747965,.032520324,.96747965,2.1901765,2.1901765,TOR29
TOR29B,0,1,id speech,.91346157,.086538464,.91346157,2.7912552,2.7912552,TOR29
TOR30C,1,0,ad song,.30769232,.69230771,.69230771,3.3449662,3.3449662,TOR30
TOR30D,0,0,ad speech,.13333334,.86666667,.86666667,4.1279845,4.1279845,TOR30
TOR30A,1,1,id song,.86885244,.13114753,.86885244,2.4626763,2.4626763,TOR30
TOR30B,0,1,id speech,.93442625,.065573767,.93442625,2.7454324,2.7454324,TOR30
TOR31C,1,0,ad song,.2254902,.77450979,.77450979,2.3037436,2.3037436,TOR31
TOR31D,0,0,ad speech,.39393941,.60606062,.60606062,3.9819474,3.9819474,TOR31
TOR31A,1,1,id song,1,0,1,2.397584,2.397584,TOR31
TOR31B,0,1,id speech,.90291262,.097087376,.90291262,3.2399776,3.2399776,TOR31
TOR32C,1,0,ad song,.15957446,.84042555,.84042555,3.0202339,3.0202339,TOR32
TOR32D,0,0,ad speech,.10526316,.89473683,.89473683,3.1805062,3.1805062,TOR32
TOR32A,1,1,id song,.92792791,.072072074,.92792791,2.6354699,2.6354699,TOR32
TOR32B,0,1,id speech,.97321427,.026785715,.97321427,2.2132964,2.2132964,TOR32
TOR33C,1,0,ad song,.59649122,.40350878,.40350878,3.489326,3.489326,TOR33
TOR33D,0,0,ad speech,.20618556,.79381442,.79381442,4.6727705,4.6727705,TOR33
TOR33A,1,1,id song,.8888889,.11111111,.8888889,2.7741489,2.7741489,TOR33
TOR33B,0,1,id speech,.96610171,.033898305,.96610171,2.340807,2.340807,TOR33
TOR34D,0,0,ad speech,.13592233,.86407769,.86407769,3.4827127,3.4827127,TOR34
TOR34A,1,1,id song,.88709676,.11290322,.88709676,3.1337383,3.1337383,TOR34
TOR34B,0,1,id speech,.64646465,.35353535,.64646465,3.7309194,3.7309194,TOR34
TOR35C,1,0,ad song,.34862384,.65137613,.65137613,3.1529565,3.1529565,TOR35
TOR35D,0,0,ad speech,.27000001,.73000002,.73000002,3.7265277,3.7265277,TOR35
TOR35A,1,1,id song,.96581197,.034188036,.96581197,1.8950273,1.8950273,TOR35
TOR35B,0,1,id speech,.94949496,.05050505,.94949496,2.063149,2.063149,TOR35
TOR36C,1,0,ad song,.8018018,.1981982,.1981982,3.3805239,3.3805239,TOR36
TOR36D,0,0,ad speech,.19387755,.80612242,.80612242,4.1885715,4.1885715,TOR36
TOR36A,1,1,id song,.875,.125,.875,3.6486702,3.6486702,TOR36
TOR36B,0,1,id speech,.87037039,.12962963,.87037039,3.236258,3.236258,TOR36
TOR37C,1,0,ad song,.34042552,.65957445,.65957445,3.7575645,3.7575645,TOR37
TOR37D,0,0,ad speech,.036363635,.96363634,.96363634,3.1525631,3.1525631,TOR37
TOR37A,1,1,id song,.89719623,.10280374,.89719623,2.6663053,2.6663053,TOR37
TOR37B,0,1,id speech,.94392526,.056074765,.94392526,2.9293699,2.9293699,TOR37
TOR38C,1,0,ad song,.27586207,.7241379,.7241379,3.5363903,3.5363903,TOR38
TOR38D,0,0,ad speech,.42307693,.57692307,.57692307,4.0431581,4.0431581,TOR38
TOR38A,1,1,id song,.8761062,.1238938,.8761062,3.4190817,3.4190817,TOR38
TOR38B,0,1,id speech,.93457943,.065420561,.93457943,2.8129597,2.8129597,TOR38
TOR39C,1,0,ad song,.40594059,.59405941,.59405941,3.947356,3.947356,TOR39
TOR39D,0,0,ad speech,.25263157,.7473684,.7473684,3.7171738,3.7171738,TOR39
TOR39A,1,1,id song,.91176468,.088235296,.91176468,2.6021869,2.6021869,TOR39
TOR39B,0,1,id speech,.91228068,.087719299,.91228068,2.4576311,2.4576311,TOR39
TOR40A,1,1,id song,.95867771,.041322313,.95867771,2.7099562,2.7099562,TOR40
TOR40B,0,1,id speech,.88034189,.11965812,.88034189,3.4435589,3.4435589,TOR40
TOR41C,1,0,ad song,.38,.62,.62,3.1438065,3.1438065,TOR41
TOR41D,0,0,ad speech,.034883723,.96511626,.96511626,2.5199637,2.5199637,TOR41
TOR41A,1,1,id song,.84920633,.15079366,.84920633,3.6885514,3.6885514,TOR41
TOR41B,0,1,id speech,.80869567,.19130434,.80869567,3.3013914,3.3013914,TOR41
TOR42C,1,0,ad song,.6825397,.31746033,.31746033,3.8552563,3.8552563,TOR42
TOR42D,0,0,ad speech,.26881722,.73118281,.73118281,3.7573485,3.7573485,TOR42
TOR42A,1,1,id song,.89908254,.10091743,.89908254,2.6566734,2.6566734,TOR42
TOR42B,0,1,id speech,.88181818,.11818182,.88181818,2.6629684,2.6629684,TOR42
TOR43C,1,0,ad song,.22115384,.77884614,.77884614,3.4625626,3.4625626,TOR43
TOR43D,0,0,ad speech,.14457831,.85542166,.85542166,3.2597287,3.2597287,TOR43
TOR43A,1,1,id song,.94871795,.051282052,.94871795,3.3511205,3.3511205,TOR43
TOR43B,0,1,id speech,.84745765,.15254237,.84745765,3.0079601,3.0079601,TOR43
TOR44C,1,0,ad song,.26041666,.73958331,.73958331,2.8969858,2.8969858,TOR44
TOR44D,0,0,ad speech,.11214953,.88785046,.88785046,3.1958683,3.1958683,TOR44
TOR44A,1,1,id song,.8425926,.1574074,.8425926,2.6516404,2.6516404,TOR44
TOR44B,0,1,id speech,.92366409,.076335877,.92366409,2.4188917,2.4188917,TOR44
TOR45C,1,0,ad song,.72727275,.27272728,.27272728,4.4830689,4.4830689,TOR45
TOR45D,0,0,ad speech,.043103449,.95689654,.95689654,2.6582882,2.6582882,TOR45
TOR45A,1,1,id song,.97142857,.028571429,.97142857,2.1389208,2.1389208,TOR45
TOR45B,0,1,id speech,.94736844,.052631579,.94736844,2.5182936,2.5182936,TOR45
TOR46C,1,0,ad song,.41176471,.58823532,.58823532,3.7243898,3.7243898,TOR46
TOR46D,0,0,ad speech,.086538464,.91346157,.91346157,3.6246631,3.6246631,TOR46
TOR46A,1,1,id song,.87603307,.12396694,.87603307,2.9571047,2.9571047,TOR46
TOR46B,0,1,id speech,.94827586,.05172414,.94827586,2.8509533,2.8509533,TOR46
TOR47C,1,0,ad song,.49038461,.50961536,.50961536,3.98142,3.98142,TOR47
TOR47D,0,0,ad speech,.074074075,.92592591,.92592591,3.1949184,3.1949184,TOR47
TOR47B,0,1,id speech,.92561984,.074380167,.92561984,2.8132768,2.8132768,TOR47
TOR48C,1,0,ad song,.48148149,.51851851,.51851851,4.3423452,4.3423452,TOR48
TOR48D,0,0,ad speech,.080808081,.9191919,.9191919,3.3050444,3.3050444,TOR48
TOR48A,1,1,id song,.96850395,.031496063,.96850395,2.8203058,2.8203058,TOR48
TOR48B,0,1,id speech,.93103451,.068965517,.93103451,2.4583795,2.4583795,TOR48
TOR49C,1,0,ad song,.81904763,.18095239,.18095239,3.1431053,3.1431053,TOR49
TOR49D,0,0,ad speech,.07,.93000001,.93000001,3.4075603,3.4075603,TOR49
TOR49A,1,1,id song,.96938777,.030612245,.96938777,2.1650212,2.1650212,TOR49
TOR49B,0,1,id speech,.95081967,.049180329,.95081967,2.5278695,2.5278695,TOR49
TOR50C,1,0,ad song,.25454545,.74545455,.74545455,3.2191851,3.2191851,TOR50
TOR50D,0,0,ad speech,.044642858,.95535713,.95535713,2.8016381,2.8016381,TOR50
TOR50A,1,1,id song,.8515625,.1484375,.8515625,3.2290368,3.2290368,TOR50
TOR50B,0,1,id speech,.89830506,.10169491,.89830506,2.9850099,2.9850099,TOR50
TSI01C,1,0,ad song,.78899086,.21100917,.21100917,3.6110454,3.6110454,TSI01
TSI01D,0,0,ad speech,.58947366,.41052631,.41052631,3.7118421,3.7118421,TSI01
TSI01A,1,1,id song,.8888889,.11111111,.8888889,3.2958584,3.2958584,TSI01
TSI02C,1,0,ad song,.46902654,.53097343,.53097343,2.7266834,2.7266834,TSI02
TSI02D,0,0,ad speech,.11214953,.88785046,.88785046,3.3802609,3.3802609,TSI02
TSI02A,1,1,id song,.71428573,.2857143,.71428573,4.8162074,4.8162074,TSI02
TSI03C,1,0,ad song,.8888889,.11111111,.11111111,3.5731666,3.5731666,TSI03
TSI03D,0,0,ad speech,.28318584,.71681416,.71681416,4.2841973,4.2841973,TSI03
TSI03A,1,1,id song,.87755102,.12244898,.87755102,3.5543876,3.5543876,TSI03
TSI03B,0,1,id speech,.47457626,.52542371,.47457626,4.2864614,4.2864614,TSI03
TSI04C,1,0,ad song,.84677422,.15322581,.15322581,3.266125,3.266125,TSI04
TSI04D,0,0,ad speech,.3488372,.6511628,.6511628,4.0936098,4.0936098,TSI04
TSI04A,1,1,id song,.8828125,.1171875,.8828125,3.7585638,3.7585638,TSI04
TSI04B,0,1,id speech,.359375,.640625,.359375,5.039341,5.039341,TSI04
TSI05C,1,0,ad song,.54621851,.45378152,.45378152,4.0474629,4.0474629,TSI05
TSI05D,0,0,ad speech,.1574074,.8425926,.8425926,3.1103957,3.1103957,TSI05
TSI05A,1,1,id song,.68644071,.31355932,.68644071,3.7921481,3.7921481,TSI05
TSI05B,0,1,id speech,.34126985,.65873015,.34126985,3.4700975,3.4700975,TSI05
TSI06C,1,0,ad song,.8440367,.1559633,.1559633,3.8929374,3.8929374,TSI06
TSI06D,0,0,ad speech,.33027524,.66972476,.66972476,4.6035652,4.6035652,TSI06
TSI06A,1,1,id song,.79850745,.20149253,.79850745,4.3764057,4.3764057,TSI06
TSI06B,0,1,id speech,.28368795,.71631205,.28368795,3.5380499,3.5380499,TSI06
TSI07C,1,0,ad song,.65454543,.34545454,.34545454,3.1256843,3.1256843,TSI07
TSI07D,0,0,ad speech,.33064517,.66935486,.66935486,4.6591501,4.6591501,TSI07
TSI07A,1,1,id song,.64035088,.35964912,.64035088,3.755676,3.755676,TSI07
TSI08C,1,0,ad song,.87096775,.12903225,.12903225,4.2120624,4.2120624,TSI08
TSI08D,0,0,ad speech,.52427185,.47572815,.47572815,3.3424792,3.3424792,TSI08
TSI08A,1,1,id song,.81896549,.18103448,.81896549,3.22843,3.22843,TSI08
TSI08B,0,1,id speech,.28030303,.719697,.28030303,3.3030286,3.3030286,TSI08
TSI09C,1,0,ad song,.80833334,.19166666,.19166666,2.9449525,2.9449525,TSI09
TSI09A,1,1,id song,.72580647,.27419356,.72580647,3.4836628,3.4836628,TSI09
TSI09B,0,1,id speech,.37692308,.62307692,.37692308,5.0693569,5.0693569,TSI09
TSI10C,1,0,ad song,.7927928,.2072072,.2072072,3.1369474,3.1369474,TSI10
TSI11C,1,0,ad song,.62393165,.37606838,.37606838,3.3458781,3.3458781,TSI11
TSI11D,0,0,ad speech,.32173914,.67826086,.67826086,3.8486667,3.8486667,TSI11
TSI11A,1,1,id song,.48333332,.51666665,.48333332,5.0302038,5.0302038,TSI11
TSI11B,0,1,id speech,.62711865,.37288135,.62711865,5.881125,5.881125,TSI11
TSI12C,1,0,ad song,.8611111,.1388889,.1388889,3.0874166,3.0874166,TSI12
TSI12D,0,0,ad speech,.51327431,.48672566,.48672566,4.0692,4.0692,TSI12
