id,sung,infdir,cat,baby,adult,score,rt,rt_correct,pers
KRA11C,1,0,ad song,.71212119,.28787878,.28787878,4.2584324,4.2584324,KRA11
KRA11D,0,0,ad speech,.33009708,.66990292,.66990292,4.5814266,4.5814266,KRA11
KRA11A,1,1,id song,.91452992,.085470088,.91452992,3.1989808,3.1989808,KRA11
KRA11B,0,1,id speech,.84615386,.15384616,.84615386,3.5956957,3.5956957,KRA11
LIM01C,1,0,ad song,.4296875,.5703125,.5703125,3.8290834,3.8290834,LIM01
LIM01D,0,0,ad speech,.22330096,.77669901,.77669901,4.1540999,4.1540999,LIM01
LIM01A,1,1,id song,.60000002,.40000001,.60000002,3.5251563,3.5251563,LIM01
LIM01B,0,1,id speech,.76377952,.23622048,.76377952,3.3566875,3.3566875,LIM01
LIM02C,1,0,ad song,.72881359,.27118644,.27118644,3.9239688,3.9239688,LIM02
LIM02D,0,0,ad speech,.14529915,.85470086,.85470086,2.9229286,2.9229286,LIM02
LIM02A,1,1,id song,.93495935,.065040648,.93495935,2.621469,2.621469,LIM02
LIM02B,0,1,id speech,.90476191,.095238097,.90476191,3.0726404,3.0726404,LIM02
LIM03C,1,0,ad song,.59504133,.40495867,.40495867,3.5957959,3.5957959,LIM03
LIM03A,1,1,id song,.79562044,.20437956,.79562044,3.6614537,3.6614537,LIM03
LIM03B,0,1,id speech,.85039371,.1496063,.85039371,3.0305386,3.0305386,LIM03
LIM04D,0,0,ad speech,.16190477,.83809525,.83809525,3.4883907,3.4883907,LIM04
LIM04A,1,1,id song,.89430892,.10569106,.89430892,2.9255278,2.9255278,LIM04
LIM04B,0,1,id speech,.60305345,.39694658,.60305345,4.3182049,4.3182049,LIM04
LIM05C,1,0,ad song,.77611941,.2238806,.2238806,3.5821853,3.5821853,LIM05
LIM05D,0,0,ad speech,.20408164,.79591835,.79591835,3.5017972,3.5017972,LIM05
LIM05A,1,1,id song,.92241377,.077586204,.92241377,3.2520292,3.2520292,LIM05
LIM05B,0,1,id speech,.92682928,.073170729,.92682928,3.1975982,3.1975982,LIM05
LIM06C,1,0,ad song,.50427353,.4957265,.4957265,2.4689465,2.4689465,LIM06
LIM06D,0,0,ad speech,.09375,.90625,.90625,3.2387326,3.2387326,LIM06
LIM06A,1,1,id song,.74825174,.25174826,.74825174,4.4516697,4.4516697,LIM06
LIM06B,0,1,id speech,.90163934,.098360658,.90163934,3.4205463,3.4205463,LIM06
LIM07C,1,0,ad song,.52678573,.4732143,.4732143,3.6203599,3.6203599,LIM07
LIM07D,0,0,ad speech,.21495327,.78504676,.78504676,3.5257025,3.5257025,LIM07
LIM07A,1,1,id song,.89781022,.10218978,.89781022,3.495187,3.495187,LIM07
LIM07B,0,1,id speech,.75409836,.24590164,.75409836,3.3688202,3.3688202,LIM07
LIM08C,1,0,ad song,.49107143,.5089286,.5089286,3.6555455,3.6555455,LIM08
LIM08D,0,0,ad speech,.31067961,.68932039,.68932039,3.6295507,3.6295507,LIM08
LIM08A,1,1,id song,.88275862,.11724138,.88275862,3.2175198,3.2175198,LIM08
LIM08B,0,1,id speech,.88805968,.1119403,.88805968,3.5945811,3.5945811,LIM08
LIM09C,1,0,ad song,.61983472,.38016528,.38016528,3.6353409,3.6353409,LIM09
LIM09D,0,0,ad speech,.03809524,.96190476,.96190476,2.6192601,2.6192601,LIM09
LIM09A,1,1,id song,.76744187,.23255815,.76744187,3.9478762,3.9478762,LIM09
LIM09B,0,1,id speech,.751634,.24836601,.751634,3.6268773,3.6268773,LIM09
LIM10C,1,0,ad song,.62962961,.37037036,.37037036,3.3265526,3.3265526,LIM10
LIM10D,0,0,ad speech,.15929204,.84070796,.84070796,4.6884084,4.6884084,LIM10
LIM10A,1,1,id song,.85507244,.14492753,.85507244,3.2855949,3.2855949,LIM10
LIM10B,0,1,id speech,.89430892,.10569106,.89430892,3.1464815,3.1464815,LIM10
LIM11C,1,0,ad song,.49264705,.50735295,.50735295,3.3407793,3.3407793,LIM11
LIM11D,0,0,ad speech,.080808081,.9191919,.9191919,3.4988091,3.4988091,LIM11
LIM11A,1,1,id song,.82835823,.1716418,.82835823,3.1022203,3.1022203,LIM11
LIM11B,0,1,id speech,.5945946,.4054054,.5945946,4.2108917,4.2108917,LIM11
LIM12C,1,0,ad song,.34400001,.65600002,.65600002,3.2588375,3.2588375,LIM12
LIM12D,0,0,ad speech,.11023622,.88976377,.88976377,2.4924822,2.4924822,LIM12
LIM12A,1,1,id song,.81954885,.18045112,.81954885,2.9779627,2.9779627,LIM12
LIM12B,0,1,id speech,.75396824,.24603175,.75396824,3.8207142,3.8207142,LIM12
LIM13C,1,0,ad song,.26732674,.73267329,.73267329,2.8687162,2.8687162,LIM13
LIM13D,0,0,ad speech,.11764706,.88235295,.88235295,3.4473777,3.4473777,LIM13
LIM13A,1,1,id song,.79130435,.20869565,.79130435,3.0344777,3.0344777,LIM13
LIM13B,0,1,id speech,.52554744,.47445256,.52554744,3.5291014,3.5291014,LIM13
LIM14D,0,0,ad speech,.055555556,.94444442,.94444442,2.7098627,2.7098627,LIM14
LIM14A,1,1,id song,.57971013,.42028984,.57971013,3.5175874,3.5175874,LIM14
LIM14B,0,1,id speech,.071428575,.9285714,.071428575,3.1965001,3.1965001,LIM14
MBE01A,1,1,id song,.4649123,.5350877,.4649123,4.0923462,4.0923462,MBE01
MBE01B,0,1,id speech,.35593221,.64406782,.35593221,3.5040975,3.5040975,MBE01
MBE02C,1,0,ad song,.32352942,.67647058,.67647058,3.587806,3.587806,MBE02
MBE02D,0,0,ad speech,.22314049,.77685952,.77685952,3.8081195,3.8081195,MBE02
MBE02A,1,1,id song,.55555558,.44444445,.55555558,3.7844872,3.7844872,MBE02
MBE03C,1,0,ad song,.58088237,.41911766,.41911766,3.3972909,3.3972909,MBE03
MBE03A,1,1,id song,.74825174,.25174826,.74825174,3.6296635,3.6296635,MBE03
MBE04C,1,0,ad song,.46153846,.53846157,.53846157,3.0920656,3.0920656,MBE04
MBE04D,0,0,ad speech,.71311474,.28688523,.28688523,4.0819716,4.0819716,MBE04
MBE04A,1,1,id song,.66906476,.33093524,.66906476,3.9757693,3.9757693,MBE04
MBE04B,0,1,id speech,.14173229,.85826772,.14173229,4.2368822,4.2368822,MBE04
MBE05C,1,0,ad song,.5,.5,.5,3.4527547,3.4527547,MBE05
MBE05A,1,1,id song,.81481481,.18518518,.81481481,3.4076204,3.4076204,MBE05
MBE05B,0,1,id speech,.40441176,.59558821,.40441176,3.7509999,3.7509999,MBE05
MBE06C,1,0,ad song,.79136693,.2086331,.2086331,3.9611723,3.9611723,MBE06
MBE06D,0,0,ad speech,.19607843,.80392158,.80392158,3.3033376,3.3033376,MBE06
MBE06A,1,1,id song,.70212764,.29787233,.70212764,4.0615978,4.0615978,MBE06
MBE06B,0,1,id speech,.47107437,.5289256,.47107437,3.7862501,3.7862501,MBE06
MBE07C,1,0,ad song,.44230768,.55769229,.55769229,3.7200174,3.7200174,MBE07
MBE07D,0,0,ad speech,.33333334,.66666669,.66666669,3.8512297,3.8512297,MBE07
MBE07A,1,1,id song,.66896552,.33103448,.66896552,3.6316526,3.6316526,MBE07
MBE07B,0,1,id speech,.46153846,.53846157,.46153846,4.1469998,4.1469998,MBE07
MBE08C,1,0,ad song,.80508476,.19491525,.19491525,3.9015908,3.9015908,MBE08
MBE08A,1,1,id song,.72794116,.27205881,.72794116,4.2220001,4.2220001,MBE08
MBE08B,0,1,id speech,.62295079,.37704918,.62295079,3.7787633,3.7787633,MBE08
MBE09C,1,0,ad song,.6226415,.3773585,.3773585,2.873225,2.873225,MBE09
MBE09A,1,1,id song,.68345326,.31654677,.68345326,3.8194001,3.8194001,MBE09
MBE09B,0,1,id speech,.54263568,.45736435,.54263568,4.5455151,4.5455151,MBE09
MBE10C,1,0,ad song,.16814159,.8318584,.8318584,3.2542307,3.2542307,MBE10
MBE10D,0,0,ad speech,.14166667,.85833335,.85833335,2.5561385,2.5561385,MBE10
MBE10A,1,1,id song,.37692308,.62307692,.37692308,4.3292041,4.3292041,MBE10
MBE11C,1,0,ad song,.82089549,.17910448,.17910448,5.2999544,5.2999544,MBE11
MBE11D,0,0,ad speech,.2631579,.7368421,.7368421,3.6919136,3.6919136,MBE11
MBE11A,1,1,id song,.61481482,.38518518,.61481482,4.7037954,4.7037954,MBE11
MBE12C,1,0,ad song,.62626261,.37373737,.37373737,3.3046758,3.3046758,MBE12
MBE12D,0,0,ad speech,.65306121,.34693879,.34693879,4.0819998,4.0819998,MBE12
MBE12A,1,1,id song,.71304345,.28695652,.71304345,3.8304756,3.8304756,MBE12
MBE12B,0,1,id speech,.58273381,.41726619,.58273381,4.283215,4.283215,MBE12
MBE13C,1,0,ad song,.87401575,.12598425,.12598425,3.2686667,3.2686667,MBE13
MBE13D,0,0,ad speech,.2248062,.77519381,.77519381,3.4806499,3.4806499,MBE13
MBE13A,1,1,id song,.56521738,.43478259,.56521738,4.3746877,4.3746877,MBE13
MBE13B,0,1,id speech,.26923078,.73076922,.26923078,3.4187715,3.4187715,MBE13
MBE14C,1,0,ad song,.32173914,.67826086,.67826086,2.7010131,2.7010131,MBE14
MBE14D,0,0,ad speech,.2184874,.78151262,.78151262,3.5608926,3.5608926,MBE14
MBE14A,1,1,id song,.90265489,.097345136,.90265489,2.3847599,2.3847599,MBE14
MBE14B,0,1,id speech,.30496454,.69503546,.30496454,3.9345853,3.9345853,MBE14
MBE15C,1,0,ad song,.70634919,.29365081,.29365081,3.954,3.954,MBE15
MBE15D,0,0,ad speech,.23728813,.76271188,.76271188,3.8599887,3.8599887,MBE15
MBE15A,1,1,id song,.71014494,.28985506,.71014494,4.0907741,4.0907741,MBE15
MBE15B,0,1,id speech,.15833333,.84166664,.15833333,3.1335626,3.1335626,MBE15
MEN01C,1,0,ad song,.61165047,.3883495,.3883495,3.3833077,3.3833077,MEN01
MEN01D,0,0,ad speech,.14130434,.85869563,.85869563,2.9343798,2.9343798,MEN01
MEN01A,1,1,id song,.90476191,.095238097,.90476191,2.6070781,2.6070781,MEN01
MEN01B,0,1,id speech,.81818181,.18181819,.81818181,3.2675326,3.2675326,MEN01
MEN02C,1,0,ad song,.78070176,.21929824,.21929824,3.3234999,3.3234999,MEN02
MEN02D,0,0,ad speech,.31531531,.68468469,.68468469,3.0335264,3.0335264,MEN02
MEN02A,1,1,id song,.7364341,.2635659,.7364341,3.2582223,3.2582223,MEN02
MEN02B,0,1,id speech,.41732284,.58267719,.41732284,3.3003674,3.3003674,MEN02
MEN03C,1,0,ad song,.82677168,.17322835,.17322835,3.5746818,3.5746818,MEN03
MEN03D,0,0,ad speech,.22429906,.77570093,.77570093,4.6357684,4.6357684,MEN03
MEN03A,1,1,id song,.58536583,.41463414,.58536583,5.1439576,5.1439576,MEN03
MEN04C,1,0,ad song,.63076925,.36923078,.36923078,3.4012554,3.4012554,MEN04
MEN04D,0,0,ad speech,.28688523,.71311474,.71311474,4.0844707,4.0844707,MEN04
MEN04A,1,1,id song,.58064514,.41935483,.58064514,3.9955466,3.9955466,MEN04
MEN04B,0,1,id speech,.24264705,.75735295,.24264705,3.6830969,3.6830969,MEN04
MEN05C,1,0,ad song,.80000001,.2,.2,3.1224644,3.1224644,MEN05
MEN05D,0,0,ad speech,.26213592,.73786408,.73786408,3.8023512,3.8023512,MEN05
MEN05A,1,1,id song,.648,.352,.648,3.9902987,3.9902987,MEN05
MEN05B,0,1,id speech,.43382353,.56617647,.43382353,3.9144821,3.9144821,MEN05
MEN06C,1,0,ad song,.88983053,.11016949,.11016949,3.0670769,3.0670769,MEN06
MEN06D,0,0,ad speech,.32307693,.6769231,.6769231,3.8989651,3.8989651,MEN06
MEN06A,1,1,id song,.61904764,.38095239,.61904764,4.1360269,4.1360269,MEN06
MEN07C,1,0,ad song,.66129035,.33870968,.33870968,3.3034616,3.3034616,MEN07
MEN07D,0,0,ad speech,.23770492,.76229507,.76229507,3.7964725,3.7964725,MEN07
MEN07A,1,1,id song,.71428573,.2857143,.71428573,3.4925611,3.4925611,MEN07
MEN07B,0,1,id speech,.28671327,.7132867,.28671327,5.3687181,5.3687181,MEN07
MEN08C,1,0,ad song,.70769233,.2923077,.2923077,3.2319188,3.2319188,MEN08
MEN08D,0,0,ad speech,.37903225,.62096775,.62096775,4.2740264,4.2740264,MEN08
MEN08A,1,1,id song,.75,.25,.75,3.469146,3.469146,MEN08
MEN08B,0,1,id speech,.26277372,.73722625,.26277372,3.4543333,3.4543333,MEN08
MEN09C,1,0,ad song,.69105691,.30894309,.30894309,3.8216388,3.8216388,MEN09
MEN09D,0,0,ad speech,.24242425,.75757575,.75757575,3.6717653,3.6717653,MEN09
MEN09A,1,1,id song,.780303,.21969697,.780303,3.198606,3.198606,MEN09
MEN10C,1,0,ad song,.90082645,.099173553,.099173553,3.4660001,3.4660001,MEN10
MEN10D,0,0,ad speech,.30833334,.69166666,.69166666,3.6931341,3.6931341,MEN10
MEN10A,1,1,id song,.609375,.390625,.609375,4.5027027,4.5027027,MEN10
MEN10B,0,1,id speech,.5714286,.42857143,.5714286,4.0302439,4.0302439,MEN10
MEN11C,1,0,ad song,.68518519,.31481481,.31481481,3.353394,3.353394,MEN11
MEN11D,0,0,ad speech,.25925925,.74074072,.74074072,3.9529231,3.9529231,MEN11
MEN11A,1,1,id song,.52631581,.47368422,.52631581,5.0001636,5.0001636,MEN11
MEN11B,0,1,id speech,.10619469,.89380533,.10619469,3.7949166,3.7949166,MEN11
MEN12C,1,0,ad song,.6160714,.38392857,.38392857,3.9471707,3.9471707,MEN12
MEN12D,0,0,ad speech,.18867925,.81132078,.81132078,3.6496506,3.6496506,MEN12
MEN12A,1,1,id song,.33684212,.66315788,.33684212,5.0295334,5.0295334,MEN12
MEN12B,0,1,id speech,.094890513,.90510947,.094890513,3.9705999,3.9705999,MEN12
MEN13C,1,0,ad song,.79245281,.20754717,.20754717,3.71545,3.71545,MEN13
MEN13D,0,0,ad speech,.46610171,.53389829,.53389829,3.6778095,3.6778095,MEN13
MEN13A,1,1,id song,.41984734,.58015269,.41984734,3.7073333,3.7073333,MEN13
MEN13B,0,1,id speech,.20634921,.79365081,.20634921,3.6019545,3.6019545,MEN13
MEN14C,1,0,ad song,.36290324,.63709676,.63709676,3.7673247,3.7673247,MEN14
MEN14D,0,0,ad speech,.065420561,.93457943,.93457943,3.2058687,3.2058687,MEN14
MEN14A,1,1,id song,.42735043,.5726496,.42735043,4.3858261,4.3858261,MEN14
MEN15C,1,0,ad song,.71818179,.28181818,.28181818,2.9021332,2.9021332,MEN15
MEN15D,0,0,ad speech,.74789917,.25210086,.25210086,4.7884998,4.7884998,MEN15
MEN15A,1,1,id song,.67114097,.32885906,.67114097,4.6921315,4.6921315,MEN15
MES01A,1,1,id song,.77099234,.22900763,.77099234,3.7996464,3.7996464,MES01
MES02C,1,0,ad song,.2173913,.78260869,.78260869,3.4210284,3.4210284,MES02
MES02D,0,0,ad speech,.18000001,.81999999,.81999999,4.0763164,4.0763164,MES02
MES02A,1,1,id song,.86923075,.13076924,.86923075,3.0182793,3.0182793,MES02
MES02B,0,1,id speech,.41538462,.58461541,.41538462,3.8792591,3.8792591,MES02
MES03C,1,0,ad song,.31858408,.68141592,.68141592,3.2977273,3.2977273,MES03
MES03D,0,0,ad speech,.10679612,.89320385,.89320385,3.019011,3.019011,MES03
MES03B,0,1,id speech,.67500001,.32499999,.67500001,3.379725,3.379725,MES03
MES04D,0,0,ad speech,.05882353,.94117647,.94117647,3.3057477,3.3057477,MES04
MES04B,0,1,id speech,.29032257,.7096774,.29032257,3.1026571,3.1026571,MES04
MES05C,1,0,ad song,.43103448,.56896549,.56896549,3.4391875,3.4391875,MES05
MES05D,0,0,ad speech,.33057851,.66942149,.66942149,4.4570003,4.4570003,MES05
MES05A,1,1,id song,.88793105,.11206897,.88793105,2.8044059,2.8044059,MES05
MES05B,0,1,id speech,.264,.736,.264,3.6632581,3.6632581,MES05
MES06A,1,1,id song,.7153846,.2846154,.7153846,3.470129,3.470129,MES06
MES07C,1,0,ad song,.42574257,.57425743,.57425743,3.3892963,3.3892963,MES07
MES07D,0,0,ad speech,.081818178,.91818184,.91818184,3.2216139,3.2216139,MES07
MES08A,1,1,id song,.71052629,.28947368,.71052629,2.5062964,2.5062964,MES08
MES09A,1,1,id song,.22834645,.77165353,.22834645,4.5474815,4.5474815,MES09
MES10D,0,0,ad speech,.17699115,.82300884,.82300884,3.2567935,3.2567935,MES10
MES10A,1,1,id song,.60000002,.40000001,.60000002,4.4152532,4.4152532,MES10
MES11C,1,0,ad song,.53846157,.46153846,.46153846,3.9728277,3.9728277,MES11
NYA01C,1,0,ad song,.68656719,.31343284,.31343284,4.3367949,4.3367949,NYA01
NYA01D,0,0,ad speech,.2962963,.7037037,.7037037,3.2845132,3.2845132,NYA01
NYA01A,1,1,id song,.8854962,.11450382,.8854962,2.6554,2.6554,NYA01
NYA01B,0,1,id speech,.45112783,.54887217,.45112783,4.1352882,4.1352882,NYA01
NYA02C,1,0,ad song,.6796875,.3203125,.3203125,4.2392502,4.2392502,NYA02
NYA02D,0,0,ad speech,.37254903,.627451,.627451,4.1911745,4.1911745,NYA02
NYA02A,1,1,id song,.84347826,.15652174,.84347826,3.2084842,3.2084842,NYA02
NYA02B,0,1,id speech,.4765625,.5234375,.4765625,4.2772498,4.2772498,NYA02
NYA03C,1,0,ad song,.82539684,.17460318,.17460318,3.3024762,3.3024762,NYA03
NYA03D,0,0,ad speech,.27272728,.72727275,.72727275,3.2096806,3.2096806,NYA03
NYA03A,1,1,id song,.45901638,.54098362,.45901638,3.8848908,3.8848908,NYA03
NYA03B,0,1,id speech,.23577236,.76422763,.23577236,3.7987778,3.7987778,NYA03
NYA04C,1,0,ad song,.6160714,.38392857,.38392857,3.4083571,3.4083571,NYA04
NYA04D,0,0,ad speech,.23300971,.7669903,.7669903,2.9932728,2.9932728,NYA04
NYA04A,1,1,id song,.49606299,.50393701,.49606299,4.3805575,4.3805575,NYA04
NYA04B,0,1,id speech,.736,.264,.736,3.5419888,3.5419888,NYA04
NYA05C,1,0,ad song,.62393165,.37606838,.37606838,4.0698838,4.0698838,NYA05
NYA05D,0,0,ad speech,.38095239,.61904764,.61904764,3.6956623,3.6956623,NYA05
NYA05A,1,1,id song,.46527779,.53472221,.46527779,3.7335873,3.7335873,NYA05
NYA05B,0,1,id speech,.52985072,.47014925,.52985072,3.4626813,3.4626813,NYA05
NYA06C,1,0,ad song,.66942149,.33057851,.33057851,3.8940251,3.8940251,NYA06
NYA06D,0,0,ad speech,.20149253,.79850745,.79850745,3.368835,3.368835,NYA06
NYA06A,1,1,id song,.85000002,.15000001,.85000002,3.1112278,3.1112278,NYA06
NYA06B,0,1,id speech,.24166666,.75833333,.24166666,3.5843704,3.5843704,NYA06
NYA07C,1,0,ad song,.91588783,.084112152,.084112152,4.4755001,4.4755001,NYA07
NYA07D,0,0,ad speech,.30578512,.69421488,.69421488,3.9692345,3.9692345,NYA07
NYA07A,1,1,id song,.73426574,.26573426,.73426574,3.6151471,3.6151471,NYA07
NYA07B,0,1,id speech,.19642857,.8035714,.19642857,3.7992728,3.7992728,NYA07
NYA08C,1,0,ad song,.84615386,.15384616,.15384616,3.8034999,3.8034999,NYA08
NYA08D,0,0,ad speech,.17757009,.8224299,.8224299,2.9339654,2.9339654,NYA08
NYA08A,1,1,id song,.79389316,.20610687,.79389316,3.0878432,3.0878432,NYA08
NYA08B,0,1,id speech,.2635659,.7364341,.2635659,4.2506666,4.2506666,NYA08
NYA09C,1,0,ad song,.76146787,.23853211,.23853211,3.8139231,3.8139231,NYA09
NYA09D,0,0,ad speech,.24561404,.75438595,.75438595,3.1271765,3.1271765,NYA09
NYA09A,1,1,id song,.73648649,.26351351,.73648649,3.2315428,3.2315428,NYA09
NYA09B,0,1,id speech,.34400001,.65600002,.34400001,4.4569473,4.4569473,NYA09
NYA10C,1,0,ad song,.52631581,.47368422,.47368422,3.3475909,3.3475909,NYA10
NYA10D,0,0,ad speech,.1637931,.83620691,.83620691,2.8525212,2.8525212,NYA10
NYA10A,1,1,id song,.75757575,.24242425,.75757575,2.8716464,2.8716464,NYA10
NYA10B,0,1,id speech,.22292994,.77707005,.22292994,4.6884375,4.6884375,NYA10
NYA11C,1,0,ad song,.89380533,.10619469,.10619469,3.7655001,3.7655001,NYA11
NYA11D,0,0,ad speech,.55932206,.44067797,.44067797,3.5270576,3.5270576,NYA11
NYA11A,1,1,id song,.72727275,.27272728,.72727275,2.9152904,2.9152904,NYA11
NYA11B,0,1,id speech,.26530612,.73469388,.26530612,4.4794765,4.4794765,NYA11
NYA12C,1,0,ad song,.77450979,.2254902,.2254902,3.671,3.671,NYA12
NYA12D,0,0,ad speech,.32978722,.67021275,.67021275,4.0177903,4.0177903,NYA12
NYA12A,1,1,id song,.64227641,.35772356,.64227641,3.8472106,3.8472106,NYA12
NYA12B,0,1,id speech,.39097744,.60902256,.39097744,4.3442941,4.3442941,NYA12
NYA13C,1,0,ad song,.48412699,.51587301,.51587301,3.5229516,3.5229516,NYA13
NYA13A,1,1,id song,.8442623,.1557377,.8442623,3.4993591,3.4993591,NYA13
NYA14C,1,0,ad song,.49166667,.50833333,.50833333,2.8167119,2.8167119,NYA14
NYA14D,0,0,ad speech,.25490198,.74509805,.74509805,2.7842028,2.7842028,NYA14
NYA14A,1,1,id song,.90123457,.098765433,.90123457,3.3167639,3.3167639,NYA14
NYA14B,0,1,id speech,.23776224,.76223779,.23776224,4.5198436,4.5198436,NYA14
PNG01C,1,0,ad song,.20952381,.7904762,.7904762,3.1915121,3.1915121,PNG01
PNG01D,0,0,ad speech,.25833333,.74166667,.74166667,3.7532613,3.7532613,PNG01
PNG01A,1,1,id song,.71311474,.28688523,.71311474,3.6335883,3.6335883,PNG01
PNG01B,0,1,id speech,.68115944,.31884059,.68115944,3.5457935,3.5457935,PNG01
PNG02A,1,1,id song,.53846157,.46153846,.53846157,3.9101014,3.9101014,PNG02
PNG02B,0,1,id speech,.73770493,.26229507,.73770493,3.0025747,3.0025747,PNG02
PNG03C,1,0,ad song,.2,.80000001,.80000001,3.4394674,3.4394674,PNG03
PNG03D,0,0,ad speech,.060869563,.93913043,.93913043,3.0914245,3.0914245,PNG03
PNG03A,1,1,id song,.25396827,.74603176,.25396827,3.9645312,3.9645312,PNG03
PNG03B,0,1,id speech,.86131388,.13868614,.86131388,2.6540678,2.6540678,PNG03
PNG04C,1,0,ad song,.38759691,.61240309,.61240309,3.4768608,3.4768608,PNG04
PNG04D,0,0,ad speech,.2038835,.79611653,.79611653,3.3928292,3.3928292,PNG04
PNG04A,1,1,id song,.67567569,.32432431,.67567569,3.6447856,3.6447856,PNG04
PNG05C,1,0,ad song,.71428573,.2857143,.2857143,2.9360645,2.9360645,PNG05
PNG05D,0,0,ad speech,.51999998,.47999999,.47999999,3.6025667,3.6025667,PNG05
PNG05A,1,1,id song,.68333334,.31666666,.68333334,2.9312317,2.9312317,PNG05
PNG05B,0,1,id speech,.47499999,.52499998,.47499999,2.9139636,2.9139636,PNG05
PNG06C,1,0,ad song,.36885247,.63114756,.63114756,3.4229078,3.4229078,PNG06
PNG06D,0,0,ad speech,.18604651,.81395346,.81395346,3.2149704,3.2149704,PNG06
PNG06A,1,1,id song,.75238097,.24761905,.75238097,3.7255733,3.7255733,PNG06
PNG06B,0,1,id speech,.38582677,.61417323,.38582677,4.1991558,4.1991558,PNG06
QUE05D,0,0,ad speech,.0625,.9375,.9375,3.4172101,3.4172101,QUE05
QUE07D,0,0,ad speech,.087378643,.91262138,.91262138,3.1456881,3.1456881,QUE07
QUE07A,1,1,id song,.73728812,.26271185,.73728812,3.0818954,3.0818954,QUE07
QUE08D,0,0,ad speech,.15044248,.84955752,.84955752,3.6468279,3.6468279,QUE08
QUE08A,1,1,id song,.82758623,.1724138,.82758623,3.4558823,3.4558823,QUE08
QUE09D,0,0,ad speech,.12977099,.87022901,.87022901,3.7118859,3.7118859,QUE09
QUE10D,0,0,ad speech,.1010101,.89898992,.89898992,3.5009999,3.5009999,QUE10
QUE11D,0,0,ad speech,.18181819,.81818181,.81818181,3.1256282,3.1256282,QUE11
QUE13C,1,0,ad song,.76666665,.23333333,.23333333,3.8044286,3.8044286,QUE13
QUE13D,0,0,ad speech,.22834645,.77165353,.77165353,3.7841134,3.7841134,QUE13
QUE14D,0,0,ad speech,.18103448,.81896549,.81896549,3.3934834,3.3934834,QUE14
QUE14A,1,1,id song,.77165353,.22834645,.77165353,3.4451721,3.4451721,QUE14
QUE16C,1,0,ad song,.82706767,.17293233,.17293233,3.3951364,3.3951364,QUE16
QUE16D,0,0,ad speech,.11607143,.8839286,.8839286,3.2055368,3.2055368,QUE16
QUE16A,1,1,id song,.21666667,.78333336,.21666667,4.0359616,4.0359616,QUE16
QUE16B,0,1,id speech,.13286713,.86713284,.13286713,4.441,4.441,QUE16
QUE18C,1,0,ad song,.85714287,.14285715,.14285715,3.6501176,3.6501176,QUE18
QUE18A,1,1,id song,.89115644,.10884354,.89115644,3.2799535,3.2799535,QUE18
QUE19D,0,0,ad speech,.36000001,.63999999,.63999999,4.4073014,4.4073014,QUE19
SPA01C,1,0,ad song,.78095239,.21904762,.21904762,2.70105,2.70105,SPA01
SPA01D,0,0,ad speech,.2972973,.7027027,.7027027,3.5794606,3.5794606,SPA01
SPA01A,1,1,id song,.7647059,.23529412,.7647059,3.3540225,3.3540225,SPA01
SPA02C,1,0,ad song,.84732825,.15267175,.15267175,4.4317999,4.4317999,SPA02
SPA02D,0,0,ad speech,.23595506,.76404494,.76404494,3.3717575,3.3717575,SPA02
SPA02A,1,1,id song,.96350366,.036496349,.96350366,2.4616077,2.4616077,SPA02
SPA02B,0,1,id speech,.086206898,.91379309,.086206898,4.5321999,4.5321999,SPA02
SPA03C,1,0,ad song,.87179488,.12820514,.12820514,3.1913333,3.1913333,SPA03
SPA03D,0,0,ad speech,.75396824,.24603175,.24603175,2.947607,2.947607,SPA03
SPA03A,1,1,id song,.96610171,.033898305,.96610171,2.5408685,2.5408685,SPA03
SPA03B,0,1,id speech,.93162394,.068376072,.93162394,2.9222569,2.9222569,SPA03
SPA04C,1,0,ad song,.83035713,.16964285,.16964285,2.5176315,2.5176315,SPA04
SPA04D,0,0,ad speech,.20652173,.79347825,.79347825,2.9785068,2.9785068,SPA04
SPA04A,1,1,id song,.89705884,.10294118,.89705884,2.245157,2.245157,SPA04
SPA05C,1,0,ad song,.824,.176,.176,3.1879499,3.1879499,SPA05
SPA05D,0,0,ad speech,.37815127,.62184876,.62184876,3.8947973,3.8947973,SPA05
SPA05A,1,1,id song,.71317828,.28682169,.71317828,3.1625166,3.1625166,SPA05
SPA05B,0,1,id speech,.16814159,.8318584,.16814159,4.2659998,4.2659998,SPA05
SPA06C,1,0,ad song,.80152673,.19847329,.19847329,3.4773078,3.4773078,SPA06
SPA06D,0,0,ad speech,.16190477,.83809525,.83809525,3.4176092,3.4176092,SPA06
SPA06A,1,1,id song,.90909094,.090909094,.90909094,2.62657,2.62657,SPA06
SPA06B,0,1,id speech,.19,.81,.19,4.956778,4.956778,SPA06
SPA07A,1,1,id song,.91044778,.089552239,.91044778,3.6216695,3.6216695,SPA07
SPA08C,1,0,ad song,.85600001,.14399999,.14399999,5.4251766,5.4251766,SPA08
SPA08D,0,0,ad speech,.47747749,.52252251,.52252251,4.2408595,4.2408595,SPA08
SPA08A,1,1,id song,.91525424,.084745765,.91525424,3.2756698,3.2756698,SPA08
SPA08B,0,1,id speech,.30894309,.69105691,.30894309,3.3950572,3.3950572,SPA08
SPA09C,1,0,ad song,.7368421,.2631579,.2631579,3.6149001,3.6149001,SPA09
SPA09D,0,0,ad speech,.3539823,.64601767,.64601767,3.8844306,3.8844306,SPA09
