id,feat,id_site,id_person,ids,infantdir,song,z
ACO01A,Attack Curve Slope (Median),ACO,1,1,Infant-directed,Song,-.4669278392880405
ACO01A,Inharmonicity,ACO,1,1,Infant-directed,Song,-2.17435359954834
ACO01A,Energy Roll-off (85th %ile),ACO,1,1,Infant-directed,Song,-.7661936283111572
ACO01A,Roughness (IQR),ACO,1,1,Infant-directed,Song,3.015286684036255
ACO01A,Roughness (Median),ACO,1,1,Infant-directed,Song,3.13206148147583
ACO01A,nPVI (per phrase),ACO,1,1,Infant-directed,Song,-1.581005713518743
ACO01A,nPVI (per recording),ACO,1,1,Infant-directed,Song,-1.600797212709711
ACO01A,Pitch (IQR),ACO,1,1,Infant-directed,Song,-1.093959200685391
ACO01A,Pitch (Median),ACO,1,1,Infant-directed,Song,-.4280029006068227
ACO01A,Pitch Rate (Whole),ACO,1,1,Infant-directed,Song,.2302317172288895
ACO01A,Pitch Space (IQR),ACO,1,1,Infant-directed,Song,-.6386237740516663
ACO01A,Pitch Space (Median),ACO,1,1,Infant-directed,Song,-.1347518265247345
ACO01A,Pitch Rate (IQR),ACO,1,1,Infant-directed,Song,-.0172627475112677
ACO01A,Pitch Rate (Median),ACO,1,1,Infant-directed,Song,.0769620016217232
ACO01A,First Formant (Median),ACO,1,1,Infant-directed,Song,.93878173828125
ACO01A,Intensity (IQR),ACO,1,1,Infant-directed,Song,-.294376939535141
ACO01A,Intensity (Median),ACO,1,1,Infant-directed,Song,1.278141617774963
ACO01A,Intensity Space (IQR),ACO,1,1,Infant-directed,Song,-.2890111207962036
ACO01A,Intensity Space (Median),ACO,1,1,Infant-directed,Song,-.3749611079692841
ACO01A,Intensity Rate (Whole),ACO,1,1,Infant-directed,Song,.6530662775039673
ACO01A,Intensity Rate (IQR),ACO,1,1,Infant-directed,Song,.1656909883022308
ACO01A,Intensity Rate (Median),ACO,1,1,Infant-directed,Song,.5615295767784119
ACO01A,Vowel Space (IQR),ACO,1,1,Infant-directed,Song,-1.418029189109802
ACO01A,Vowel Space (Median),ACO,1,1,Infant-directed,Song,-1.435168981552124
ACO01A,Vowel Rate (Whole),ACO,1,1,Infant-directed,Song,.1132764220237732
ACO01A,Vowel Rate (IQR),ACO,1,1,Infant-directed,Song,-.1744364202022552
ACO01A,Vowel Rate (Median),ACO,1,1,Infant-directed,Song,-.2783037722110748
ACO01B,Attack Curve Slope (Median),ACO,1,0,Infant-directed,Speech,1.104140972070583
ACO01B,Inharmonicity,ACO,1,0,Infant-directed,Speech,.565443217754364
ACO01B,Energy Roll-off (85th %ile),ACO,1,0,Infant-directed,Speech,-1.464456558227539
ACO01B,Roughness (IQR),ACO,1,0,Infant-directed,Speech,2.757187843322754
ACO01B,Roughness (Median),ACO,1,0,Infant-directed,Speech,.8052904009819031
ACO01B,nPVI (per phrase),ACO,1,0,Infant-directed,Speech,-1.297906834274775
ACO01B,nPVI (per recording),ACO,1,0,Infant-directed,Speech,-1.670247090798988
ACO01B,Pitch (IQR),ACO,1,0,Infant-directed,Speech,-.2923431588209416
ACO01B,Pitch (Median),ACO,1,0,Infant-directed,Speech,.2980821254423129
ACO01B,Pitch Rate (Whole),ACO,1,0,Infant-directed,Speech,1.482257604598999
ACO01B,Pitch Space (IQR),ACO,1,0,Infant-directed,Speech,.634031355381012
ACO01B,Pitch Space (Median),ACO,1,0,Infant-directed,Speech,2.489511251449585
ACO01B,Pitch Rate (IQR),ACO,1,0,Infant-directed,Speech,1.752084255218506
ACO01B,Pitch Rate (Median),ACO,1,0,Infant-directed,Speech,2.842297554016113
ACO01B,First Formant (Median),ACO,1,0,Infant-directed,Speech,1.036882281303406
ACO01B,Intensity (IQR),ACO,1,0,Infant-directed,Speech,.2586341798305511
ACO01B,Intensity (Median),ACO,1,0,Infant-directed,Speech,1.028715968132019
ACO01B,Intensity Space (IQR),ACO,1,0,Infant-directed,Speech,1.852770209312439
ACO01B,Intensity Space (Median),ACO,1,0,Infant-directed,Speech,1.979868173599243
ACO01B,Intensity Rate (Whole),ACO,1,0,Infant-directed,Speech,2.656542062759399
ACO01B,Intensity Rate (IQR),ACO,1,0,Infant-directed,Speech,2.585835218429565
ACO01B,Intensity Rate (Median),ACO,1,0,Infant-directed,Speech,2.542117595672607
ACO01B,Vowel Space (IQR),ACO,1,0,Infant-directed,Speech,.3411852121353149
ACO01B,Vowel Space (Median),ACO,1,0,Infant-directed,Speech,.4989762306213379
ACO01B,Vowel Rate (Whole),ACO,1,0,Infant-directed,Speech,2.677425146102905
ACO01B,Vowel Rate (IQR),ACO,1,0,Infant-directed,Speech,1.635237693786621
ACO01B,Vowel Rate (Median),ACO,1,0,Infant-directed,Speech,2.558659553527832
ACO01C,Attack Curve Slope (Median),ACO,1,0,Adult-directed,Song,.7906011043033117
ACO01C,Inharmonicity,ACO,1,0,Adult-directed,Song,-2.17435359954834
ACO01C,Energy Roll-off (85th %ile),ACO,1,0,Adult-directed,Song,-.8774091005325317
ACO01C,Roughness (IQR),ACO,1,0,Adult-directed,Song,1.061132669448853
ACO01C,Roughness (Median),ACO,1,0,Adult-directed,Song,.4142118990421295
ACO01C,nPVI (per phrase),ACO,1,0,Adult-directed,Song,-1.121122143911041
ACO01C,nPVI (per recording),ACO,1,0,Adult-directed,Song,-1.109905989951497
ACO01C,Pitch (IQR),ACO,1,0,Adult-directed,Song,-.8226313288721143
ACO01C,Pitch (Median),ACO,1,0,Adult-directed,Song,-.4600303717718365
ACO01C,Pitch Rate (Whole),ACO,1,0,Adult-directed,Song,-.4972825944423676
ACO01C,Pitch Space (IQR),ACO,1,0,Adult-directed,Song,-.8215763568878174
ACO01C,Pitch Space (Median),ACO,1,0,Adult-directed,Song,-.7397568225860596
ACO01C,Pitch Rate (IQR),ACO,1,0,Adult-directed,Song,-.4154503345489502
ACO01C,Pitch Rate (Median),ACO,1,0,Adult-directed,Song,-.3718929588794708
ACO01C,First Formant (Median),ACO,1,0,Adult-directed,Song,.4969757795333862
ACO01C,Intensity (IQR),ACO,1,0,Adult-directed,Song,-1.057772755622864
ACO01C,Intensity (Median),ACO,1,0,Adult-directed,Song,.8983913660049438
ACO01C,Intensity Space (IQR),ACO,1,0,Adult-directed,Song,-.1360267102718353
ACO01C,Intensity Space (Median),ACO,1,0,Adult-directed,Song,-.1814135015010834
ACO01C,Intensity Rate (Whole),ACO,1,0,Adult-directed,Song,.8565134406089783
ACO01C,Intensity Rate (IQR),ACO,1,0,Adult-directed,Song,.7609251737594604
ACO01C,Intensity Rate (Median),ACO,1,0,Adult-directed,Song,.5287946462631226
ACO01C,Vowel Space (IQR),ACO,1,0,Adult-directed,Song,-.8186228275299072
ACO01C,Vowel Space (Median),ACO,1,0,Adult-directed,Song,-.4201539158821106
ACO01C,Vowel Rate (Whole),ACO,1,0,Adult-directed,Song,.7780633568763733
ACO01C,Vowel Rate (IQR),ACO,1,0,Adult-directed,Song,.1244349926710129
ACO01C,Vowel Rate (Median),ACO,1,0,Adult-directed,Song,.5049615502357483
ACO01D,Attack Curve Slope (Median),ACO,1,0,Adult-directed,Speech,.8858864247450198
ACO01D,Inharmonicity,ACO,1,0,Adult-directed,Speech,.6111617088317871
ACO01D,Energy Roll-off (85th %ile),ACO,1,0,Adult-directed,Speech,.285778671503067
ACO01D,Roughness (IQR),ACO,1,0,Adult-directed,Speech,.1618683189153671
ACO01D,Roughness (Median),ACO,1,0,Adult-directed,Speech,.2015207260847092
ACO01D,nPVI (per phrase),ACO,1,0,Adult-directed,Speech,-1.59710454545017
ACO01D,nPVI (per recording),ACO,1,0,Adult-directed,Speech,-1.36004619538463
ACO01D,Pitch (IQR),ACO,1,0,Adult-directed,Speech,-.8342401556023803
ACO01D,Pitch (Median),ACO,1,0,Adult-directed,Speech,-.4416460227647291
ACO01D,Pitch Rate (Whole),ACO,1,0,Adult-directed,Speech,-.0133446482941508
ACO01D,Pitch Space (IQR),ACO,1,0,Adult-directed,Speech,-.0106427213177085
ACO01D,Pitch Space (Median),ACO,1,0,Adult-directed,Speech,.9701333045959473
ACO01D,Pitch Rate (IQR),ACO,1,0,Adult-directed,Speech,-.3101571500301361
ACO01D,Pitch Rate (Median),ACO,1,0,Adult-directed,Speech,-.0029770124237984
ACO01D,First Formant (Median),ACO,1,0,Adult-directed,Speech,.3742615282535553
ACO01D,Intensity (IQR),ACO,1,0,Adult-directed,Speech,-.2198408097028732
ACO01D,Intensity (Median),ACO,1,0,Adult-directed,Speech,.4300941824913025
ACO01D,Intensity Space (IQR),ACO,1,0,Adult-directed,Speech,1.100596904754639
ACO01D,Intensity Space (Median),ACO,1,0,Adult-directed,Speech,1.133097171783447
ACO01D,Intensity Rate (Whole),ACO,1,0,Adult-directed,Speech,-.3408032357692719
ACO01D,Intensity Rate (IQR),ACO,1,0,Adult-directed,Speech,-.0983807221055031
ACO01D,Intensity Rate (Median),ACO,1,0,Adult-directed,Speech,.0712690502405167
ACO01D,Vowel Space (IQR),ACO,1,0,Adult-directed,Speech,.3716571927070618
ACO01D,Vowel Space (Median),ACO,1,0,Adult-directed,Speech,.7376140952110291
ACO01D,Vowel Rate (Whole),ACO,1,0,Adult-directed,Speech,-.1673854887485504
ACO01D,Vowel Rate (IQR),ACO,1,0,Adult-directed,Speech,-.0058999918401241
ACO01D,Vowel Rate (Median),ACO,1,0,Adult-directed,Speech,-.2863386273384094
ACO02A,Attack Curve Slope (Median),ACO,2,1,Infant-directed,Song,1.65086759788554
ACO02A,Inharmonicity,ACO,2,1,Infant-directed,Song,.2555865943431854
ACO02A,Energy Roll-off (85th %ile),ACO,2,1,Infant-directed,Song,.0994068905711174
ACO02A,Roughness (IQR),ACO,2,1,Infant-directed,Song,3.015286684036255
ACO02A,Roughness (Median),ACO,2,1,Infant-directed,Song,3.337563276290894
ACO02A,nPVI (per phrase),ACO,2,1,Infant-directed,Song,.5717443826369417
ACO02A,nPVI (per recording),ACO,2,1,Infant-directed,Song,.4672003713631854
ACO02A,Pitch (IQR),ACO,2,1,Infant-directed,Song,-.3440138189733022
ACO02A,Pitch (Median),ACO,2,1,Infant-directed,Song,-1.112868280987391
ACO02A,Pitch Rate (Whole),ACO,2,1,Infant-directed,Song,.8665286302566528
ACO02A,Pitch Space (IQR),ACO,2,1,Infant-directed,Song,-.694043755531311
ACO02A,Pitch Space (Median),ACO,2,1,Infant-directed,Song,-.7397568225860596
ACO02A,Pitch Rate (IQR),ACO,2,1,Infant-directed,Song,.1192597001791
ACO02A,Pitch Rate (Median),ACO,2,1,Infant-directed,Song,-.2152741700410843
ACO02A,First Formant (Median),ACO,2,1,Infant-directed,Song,1.946694016456604
ACO02A,Intensity (IQR),ACO,2,1,Infant-directed,Song,.5327351689338684
ACO02A,Intensity (Median),ACO,2,1,Infant-directed,Song,1.521331191062927
ACO02A,Intensity Space (IQR),ACO,2,1,Infant-directed,Song,.3484237492084503
ACO02A,Intensity Space (Median),ACO,2,1,Infant-directed,Song,.0282630622386932
ACO02A,Intensity Rate (Whole),ACO,2,1,Infant-directed,Song,2.547271013259888
ACO02A,Intensity Rate (IQR),ACO,2,1,Infant-directed,Song,1.771845817565918
ACO02A,Intensity Rate (Median),ACO,2,1,Infant-directed,Song,.8225548267364502
ACO02A,Vowel Space (IQR),ACO,2,1,Infant-directed,Song,-1.375292181968689
ACO02A,Vowel Space (Median),ACO,2,1,Infant-directed,Song,-1.675540924072266
ACO02A,Vowel Rate (Whole),ACO,2,1,Infant-directed,Song,.5731033682823181
ACO02A,Vowel Rate (IQR),ACO,2,1,Infant-directed,Song,.2354875355958939
ACO02A,Vowel Rate (Median),ACO,2,1,Infant-directed,Song,-.3352048993110657
ACO02B,Attack Curve Slope (Median),ACO,2,0,Infant-directed,Speech,.8442165893700924
ACO02B,Inharmonicity,ACO,2,0,Infant-directed,Speech,.8737273812294006
ACO02B,Energy Roll-off (85th %ile),ACO,2,0,Infant-directed,Speech,.4777252376079559
ACO02B,Roughness (IQR),ACO,2,0,Infant-directed,Speech,3.015286684036255
ACO02B,Roughness (Median),ACO,2,0,Infant-directed,Speech,3.171739816665649
ACO02B,nPVI (per phrase),ACO,2,0,Infant-directed,Speech,-.0685852221883768
ACO02B,nPVI (per recording),ACO,2,0,Infant-directed,Speech,-.164556135057225
ACO02B,Pitch (IQR),ACO,2,0,Infant-directed,Speech,-.1669981800078728
ACO02B,Pitch (Median),ACO,2,0,Infant-directed,Speech,-.8275238324507568
ACO02B,Pitch Rate (Whole),ACO,2,0,Infant-directed,Speech,1.946711182594299
ACO02B,Pitch Space (IQR),ACO,2,0,Infant-directed,Speech,1.411245584487915
ACO02B,Pitch Space (Median),ACO,2,0,Infant-directed,Speech,.5560694932937622
ACO02B,Pitch Rate (IQR),ACO,2,0,Infant-directed,Speech,2.208508014678955
ACO02B,Pitch Rate (Median),ACO,2,0,Infant-directed,Speech,1.676114201545715
ACO02B,First Formant (Median),ACO,2,0,Infant-directed,Speech,-.2152832448482513
ACO02B,Intensity (IQR),ACO,2,0,Infant-directed,Speech,-.5516474843025208
ACO02B,Intensity (Median),ACO,2,0,Infant-directed,Speech,1.290612697601318
ACO02B,Intensity Space (IQR),ACO,2,0,Infant-directed,Speech,.5715259909629822
ACO02B,Intensity Space (Median),ACO,2,0,Infant-directed,Speech,1.512128114700317
ACO02B,Intensity Rate (Whole),ACO,2,0,Infant-directed,Speech,2.656542062759399
ACO02B,Intensity Rate (IQR),ACO,2,0,Infant-directed,Speech,1.660285115242004
ACO02B,Intensity Rate (Median),ACO,2,0,Infant-directed,Speech,1.927225351333618
ACO02B,Vowel Space (IQR),ACO,2,0,Infant-directed,Speech,-.0843395963311195
ACO02B,Vowel Space (Median),ACO,2,0,Infant-directed,Speech,.2650021314620972
ACO02B,Vowel Rate (Whole),ACO,2,0,Infant-directed,Speech,1.361012578010559
ACO02B,Vowel Rate (IQR),ACO,2,0,Infant-directed,Speech,1.335493803024292
ACO02B,Vowel Rate (Median),ACO,2,0,Infant-directed,Speech,1.144437432289124
ACO02C,Attack Curve Slope (Median),ACO,2,0,Adult-directed,Song,.5814515780139015
ACO02C,Inharmonicity,ACO,2,0,Adult-directed,Song,-.8136221766471863
ACO02C,Energy Roll-off (85th %ile),ACO,2,0,Adult-directed,Song,1.782699346542358
ACO02C,Roughness (IQR),ACO,2,0,Adult-directed,Song,1.789920926094055
ACO02C,Roughness (Median),ACO,2,0,Adult-directed,Song,1.026055216789246
ACO02C,nPVI (per phrase),ACO,2,0,Adult-directed,Song,-1.370173445089797
ACO02C,nPVI (per recording),ACO,2,0,Adult-directed,Song,-.2433312105053659
ACO02C,Pitch (IQR),ACO,2,0,Adult-directed,Song,-.2807343320906755
ACO02C,Pitch (Median),ACO,2,0,Adult-directed,Song,.1917431803959376
ACO02C,Pitch Rate (Whole),ACO,2,0,Adult-directed,Song,.7727791666984558
ACO02C,Pitch Space (IQR),ACO,2,0,Adult-directed,Song,.0197380725294352
ACO02C,Pitch Space (Median),ACO,2,0,Adult-directed,Song,.3544012308120728
ACO02C,Pitch Rate (IQR),ACO,2,0,Adult-directed,Song,.4903769791126251
ACO02C,Pitch Rate (Median),ACO,2,0,Adult-directed,Song,1.138349652290344
ACO02C,First Formant (Median),ACO,2,0,Adult-directed,Song,-.2900637090206146
ACO02C,Intensity (IQR),ACO,2,0,Adult-directed,Song,-.1897858530282974
ACO02C,Intensity (Median),ACO,2,0,Adult-directed,Song,1.23823356628418
ACO02C,Intensity Space (IQR),ACO,2,0,Adult-directed,Song,.7946280241012573
ACO02C,Intensity Space (Median),ACO,2,0,Adult-directed,Song,1.205677628517151
ACO02C,Intensity Rate (Whole),ACO,2,0,Adult-directed,Song,2.028500556945801
ACO02C,Intensity Rate (IQR),ACO,2,0,Adult-directed,Song,1.295101523399353
ACO02C,Intensity Rate (Median),ACO,2,0,Adult-directed,Song,1.332355856895447
ACO02C,Vowel Space (IQR),ACO,2,0,Adult-directed,Song,-1.444468379020691
ACO02C,Vowel Space (Median),ACO,2,0,Adult-directed,Song,-.9523705244064331
ACO02C,Vowel Rate (Whole),ACO,2,0,Adult-directed,Song,.1811120212078094
ACO02C,Vowel Rate (IQR),ACO,2,0,Adult-directed,Song,-.2456859052181244
ACO02C,Vowel Rate (Median),ACO,2,0,Adult-directed,Song,.1240573599934578
ACO02D,Attack Curve Slope (Median),ACO,2,0,Adult-directed,Speech,-.3941352253367603
ACO02D,Inharmonicity,ACO,2,0,Adult-directed,Speech,.8335528373718262
ACO02D,Energy Roll-off (85th %ile),ACO,2,0,Adult-directed,Speech,.9091854095458984
ACO02D,Roughness (IQR),ACO,2,0,Adult-directed,Speech,1.528963804244995
ACO02D,Roughness (Median),ACO,2,0,Adult-directed,Speech,1.846672892570496
ACO02D,nPVI (per phrase),ACO,2,0,Adult-directed,Speech,.2353940927094212
ACO02D,nPVI (per recording),ACO,2,0,Adult-directed,Speech,.1812985086175576
ACO02D,Pitch (IQR),ACO,2,0,Adult-directed,Speech,-.7227043693704125
ACO02D,Pitch (Median),ACO,2,0,Adult-directed,Speech,-1.201403435416356
ACO02D,Pitch Rate (Whole),ACO,2,0,Adult-directed,Speech,-.2396832555532455
ACO02D,Pitch Space (IQR),ACO,2,0,Adult-directed,Speech,-.4917276203632355
ACO02D,Pitch Space (Median),ACO,2,0,Adult-directed,Speech,.1184062734246254
ACO02D,Pitch Rate (IQR),ACO,2,0,Adult-directed,Speech,-.0393487140536308
ACO02D,Pitch Rate (Median),ACO,2,0,Adult-directed,Speech,-.1019888520240784
ACO02D,First Formant (Median),ACO,2,0,Adult-directed,Speech,-.1506659239530563
ACO02D,Intensity (IQR),ACO,2,0,Adult-directed,Speech,-1.385972738265991
ACO02D,Intensity (Median),ACO,2,0,Adult-directed,Speech,.7294051051139832
ACO02D,Intensity Space (IQR),ACO,2,0,Adult-directed,Speech,-.2295170575380325
ACO02D,Intensity Space (Median),ACO,2,0,Adult-directed,Speech,.7218087315559387
ACO02D,Intensity Rate (Whole),ACO,2,0,Adult-directed,Speech,.4142768085002899
ACO02D,Intensity Rate (IQR),ACO,2,0,Adult-directed,Speech,.5040721297264099
ACO02D,Intensity Rate (Median),ACO,2,0,Adult-directed,Speech,.2691523134708405
ACO02D,Vowel Space (IQR),ACO,2,0,Adult-directed,Speech,-1.073663711547852
ACO02D,Vowel Space (Median),ACO,2,0,Adult-directed,Speech,-.9275568127632141
ACO02D,Vowel Rate (Whole),ACO,2,0,Adult-directed,Speech,-.4329813122749329
ACO02D,Vowel Rate (IQR),ACO,2,0,Adult-directed,Speech,-.3707264065742493
ACO02D,Vowel Rate (Median),ACO,2,0,Adult-directed,Speech,-.443882942199707
ACO03A,Attack Curve Slope (Median),ACO,3,1,Infant-directed,Song,-.2880930145802937
ACO03A,Inharmonicity,ACO,3,1,Infant-directed,Song,1.477480292320251
ACO03A,Energy Roll-off (85th %ile),ACO,3,1,Infant-directed,Song,-.644105076789856
ACO03A,Roughness (IQR),ACO,3,1,Infant-directed,Song,3.015286684036255
ACO03A,Roughness (Median),ACO,3,1,Infant-directed,Song,3.337563276290894
ACO03A,nPVI (per phrase),ACO,3,1,Infant-directed,Song,1.065380279460838
ACO03A,nPVI (per recording),ACO,3,1,Infant-directed,Song,1.164793872763342
ACO03A,Pitch (IQR),ACO,3,1,Infant-directed,Song,.6444815708430779
ACO03A,Pitch (Median),ACO,3,1,Infant-directed,Song,-.7822402780543021
ACO03A,Pitch Rate (Whole),ACO,3,1,Infant-directed,Song,-.4328053295612335
ACO03A,Pitch Space (IQR),ACO,3,1,Infant-directed,Song,-.966803252696991
ACO03A,Pitch Space (Median),ACO,3,1,Infant-directed,Song,-1.102330803871155
ACO03A,Pitch Rate (IQR),ACO,3,1,Infant-directed,Song,-.7352365255355835
ACO03A,Pitch Rate (Median),ACO,3,1,Infant-directed,Song,-.7164924144744873
ACO03A,First Formant (Median),ACO,3,1,Infant-directed,Song,.2288137823343277
ACO03A,Intensity (IQR),ACO,3,1,Infant-directed,Song,-.964001476764679
ACO03A,Intensity (Median),ACO,3,1,Infant-directed,Song,1.564357280731201
ACO03A,Intensity Space (IQR),ACO,3,1,Infant-directed,Song,-.8074580430984497
ACO03A,Intensity Space (Median),ACO,3,1,Infant-directed,Song,-1.262054324150085
ACO03A,Intensity Rate (Whole),ACO,3,1,Infant-directed,Song,-.4079820513725281
ACO03A,Intensity Rate (IQR),ACO,3,1,Infant-directed,Song,-.6431871056556702
ACO03A,Intensity Rate (Median),ACO,3,1,Infant-directed,Song,-.6814050674438477
ACO03A,Vowel Space (IQR),ACO,3,1,Infant-directed,Song,-.7005878090858459
ACO03A,Vowel Space (Median),ACO,3,1,Infant-directed,Song,-1.195881843566895
ACO03A,Vowel Rate (Whole),ACO,3,1,Infant-directed,Song,-.3463048934936523
ACO03A,Vowel Rate (IQR),ACO,3,1,Infant-directed,Song,-.5016067624092102
ACO03A,Vowel Rate (Median),ACO,3,1,Infant-directed,Song,-.549195408821106
ACO03B,Attack Curve Slope (Median),ACO,3,0,Infant-directed,Speech,-.491015547994614
ACO03B,Inharmonicity,ACO,3,0,Infant-directed,Speech,1.166434645652771
ACO03B,Energy Roll-off (85th %ile),ACO,3,0,Infant-directed,Speech,-.7799884080886841
ACO03B,Roughness (IQR),ACO,3,0,Infant-directed,Speech,2.171179056167603
ACO03B,Roughness (Median),ACO,3,0,Infant-directed,Speech,3.337563276290894
ACO03B,nPVI (per phrase),ACO,3,0,Infant-directed,Speech,-1.026235496743859
ACO03B,nPVI (per recording),ACO,3,0,Infant-directed,Speech,-1.670247090798988
ACO03B,Pitch (IQR),ACO,3,0,Infant-directed,Speech,-1.296347334151481
ACO03B,Pitch (Median),ACO,3,0,Infant-directed,Speech,-.9238965251406471
ACO03B,Pitch Rate (Whole),ACO,3,0,Infant-directed,Speech,.2879202663898468
ACO03B,Pitch Space (IQR),ACO,3,0,Infant-directed,Speech,-.6503087282180786
ACO03B,Pitch Space (Median),ACO,3,0,Infant-directed,Speech,-.5917236804962158
ACO03B,Pitch Rate (IQR),ACO,3,0,Infant-directed,Speech,-.3938063979148865
ACO03B,Pitch Rate (Median),ACO,3,0,Infant-directed,Speech,-.3914264142513275
ACO03B,First Formant (Median),ACO,3,0,Infant-directed,Speech,1.578727722167969
ACO03B,Intensity (IQR),ACO,3,0,Infant-directed,Speech,-1.051761865615845
ACO03B,Intensity (Median),ACO,3,0,Infant-directed,Speech,1.198325514793396
ACO03B,Intensity Space (IQR),ACO,3,0,Infant-directed,Speech,-.8669519424438477
ACO03B,Intensity Space (Median),ACO,3,0,Infant-directed,Speech,-.5443152785301208
ACO03B,Intensity Rate (Whole),ACO,3,0,Infant-directed,Speech,.2375519871711731
ACO03B,Intensity Rate (IQR),ACO,3,0,Infant-directed,Speech,-.215949609875679
ACO03B,Intensity Rate (Median),ACO,3,0,Infant-directed,Speech,.0250876247882843
ACO03B,Vowel Space (IQR),ACO,3,0,Infant-directed,Speech,-.1485739201307297
ACO03B,Vowel Space (Median),ACO,3,0,Infant-directed,Speech,.0217868499457836
ACO03B,Vowel Rate (Whole),ACO,3,0,Infant-directed,Speech,.6299221515655518
ACO03B,Vowel Rate (IQR),ACO,3,0,Infant-directed,Speech,.238486111164093
ACO03B,Vowel Rate (Median),ACO,3,0,Infant-directed,Speech,.3465762138366699
ACO03C,Attack Curve Slope (Median),ACO,3,0,Adult-directed,Song,1.28511034258708
ACO03C,Inharmonicity,ACO,3,0,Adult-directed,Song,-1.366190791130066
ACO03C,Energy Roll-off (85th %ile),ACO,3,0,Adult-directed,Song,.7623037695884705
ACO03C,Roughness (IQR),ACO,3,0,Adult-directed,Song,3.015286684036255
ACO03C,Roughness (Median),ACO,3,0,Adult-directed,Song,3.337563276290894
ACO03C,nPVI (per phrase),ACO,3,0,Adult-directed,Song,-.1095780447367822
ACO03C,nPVI (per recording),ACO,3,0,Adult-directed,Song,-.1505736584792415
ACO03C,Pitch (IQR),ACO,3,0,Adult-directed,Song,1.624934244101234
ACO03C,Pitch (Median),ACO,3,0,Adult-directed,Song,-.2171634454147828
ACO03C,Pitch Rate (Whole),ACO,3,0,Adult-directed,Song,.4308068156242371
ACO03C,Pitch Space (IQR),ACO,3,0,Adult-directed,Song,.1666342914104462
ACO03C,Pitch Space (Median),ACO,3,0,Adult-directed,Song,-.4672900140285492
ACO03C,Pitch Rate (IQR),ACO,3,0,Adult-directed,Song,.283363938331604
ACO03C,Pitch Rate (Median),ACO,3,0,Adult-directed,Song,-.0296066291630268
ACO03C,First Formant (Median),ACO,3,0,Adult-directed,Song,1.31908392906189
ACO03C,Intensity (IQR),ACO,3,0,Adult-directed,Song,-1.567865371704102
ACO03C,Intensity (Median),ACO,3,0,Adult-directed,Song,1.715447068214417
ACO03C,Intensity Space (IQR),ACO,3,0,Adult-directed,Song,-.1105293333530426
ACO03C,Intensity Space (Median),ACO,3,0,Adult-directed,Song,-.7378628849983215
ACO03C,Intensity Rate (Whole),ACO,3,0,Adult-directed,Song,-.005901254247874
ACO03C,Intensity Rate (IQR),ACO,3,0,Adult-directed,Song,-.142641469836235
ACO03C,Intensity Rate (Median),ACO,3,0,Adult-directed,Song,-.24577297270298
ACO03C,Vowel Space (IQR),ACO,3,0,Adult-directed,Song,-.7124964594841003
ACO03C,Vowel Space (Median),ACO,3,0,Adult-directed,Song,-.3813040554523468
ACO03C,Vowel Rate (Whole),ACO,3,0,Adult-directed,Song,-.196071982383728
ACO03C,Vowel Rate (IQR),ACO,3,0,Adult-directed,Song,-.3179108798503876
ACO03C,Vowel Rate (Median),ACO,3,0,Adult-directed,Song,-.1825080811977386
ACO03D,Attack Curve Slope (Median),ACO,3,0,Adult-directed,Speech,-.7436898755891984
ACO03D,Inharmonicity,ACO,3,0,Adult-directed,Speech,.7069260478019714
ACO03D,Energy Roll-off (85th %ile),ACO,3,0,Adult-directed,Speech,.3968153893947601
ACO03D,Roughness (IQR),ACO,3,0,Adult-directed,Speech,3.015286684036255
ACO03D,Roughness (Median),ACO,3,0,Adult-directed,Speech,3.337563276290894
ACO03D,nPVI (per phrase),ACO,3,0,Adult-directed,Speech,.5088631618292697
ACO03D,nPVI (per recording),ACO,3,0,Adult-directed,Speech,-1.029380366588237
ACO03D,Pitch (IQR),ACO,3,0,Adult-directed,Speech,1.00458282353486
ACO03D,Pitch (Median),ACO,3,0,Adult-directed,Speech,-.7537929169590935
ACO03D,Pitch Rate (Whole),ACO,3,0,Adult-directed,Speech,.0252151638269424
ACO03D,Pitch Space (IQR),ACO,3,0,Adult-directed,Speech,.722169041633606
ACO03D,Pitch Space (Median),ACO,3,0,Adult-directed,Speech,.0583349093794823
ACO03D,Pitch Rate (IQR),ACO,3,0,Adult-directed,Speech,.8241780400276184
ACO03D,Pitch Rate (Median),ACO,3,0,Adult-directed,Speech,.1356678307056427
ACO03D,First Formant (Median),ACO,3,0,Adult-directed,Speech,1.98838996887207
ACO03D,Intensity (IQR),ACO,3,0,Adult-directed,Speech,-.3184210062026978
ACO03D,Intensity (Median),ACO,3,0,Adult-directed,Speech,1.530685186386108
ACO03D,Intensity Space (IQR),ACO,3,0,Adult-directed,Speech,-.4972397685050964
ACO03D,Intensity Space (Median),ACO,3,0,Adult-directed,Speech,-.5039929151535034
ACO03D,Intensity Rate (Whole),ACO,3,0,Adult-directed,Speech,-.4605259299278259
ACO03D,Intensity Rate (IQR),ACO,3,0,Adult-directed,Speech,-.4808158278465271
ACO03D,Intensity Rate (Median),ACO,3,0,Adult-directed,Speech,-.5613158941268921
ACO03D,Vowel Space (IQR),ACO,3,0,Adult-directed,Speech,-.8079394698143005
ACO03D,Vowel Space (Median),ACO,3,0,Adult-directed,Speech,-1.121307730674744
ACO03D,Vowel Rate (Whole),ACO,3,0,Adult-directed,Speech,-.5627206563949585
